genome	top_class
G000017265.part_1_37	7
G000017265.part_1_381	7
G000017265.part_1_382	7
G000017265.part_1_384	7
G000017265.part_1_385	7
G000017265.part_1_386	7
G000017265.part_1_387	7
G000017265.part_1_388	7
G000017265.part_1_389	7
G000017265.part_1_391	7
G000017265.part_1_392	7
G000017265.part_1_393	7
G000017265.part_1_394	7
G000017265.part_1_396	7
G000017265.part_1_397	7
G000017265.part_1_398	7
G000017265.part_1_399	7
G000017265.part_1_39	7
G000017265.part_1_3	7
G000017265.part_1_401	7
G000017265.part_1_403	7
G000017265.part_1_405	7
G000017265.part_1_406	7
G000017265.part_1_407	7
G000017265.part_1_408	7
G000017265.part_1_409	7
G000017265.part_1_40	7
G000017265.part_1_410	7
G000017265.part_1_411	7
G000017265.part_1_413	7
G000017265.part_1_416	7
G000017265.part_1_418	7
G000017265.part_1_41	7
G000017265.part_1_420	7
G000017265.part_1_421	7
G000017265.part_1_422	7
G000017265.part_1_423	7
G000017265.part_1_424	7
G000017265.part_1_425	7
G000017265.part_1_426	7
G000017265.part_1_428	7
G000017265.part_1_429	7
G000017265.part_1_42	7
G000017265.part_1_433	7
G000017265.part_1_434	7
G000017265.part_1_435	7
G000017265.part_1_436	7
G000017265.part_1_437	7
G000017265.part_1_439	7
G000017265.part_1_440	7
G000017265.part_1_441	7
G000017265.part_1_442	7
G000017265.part_1_443	7
G000017265.part_1_45	7
G000017265.part_1_48	7
G000017265.part_1_4	7
G000017265.part_1_50	7
G000017265.part_1_53	7
G000017265.part_1_54	7
G000017265.part_1_56	7
G000017265.part_1_58	7
G000017265.part_1_59	7
G000017265.part_1_60	7
G000017265.part_1_61	7
G000017265.part_1_62	7
G000017265.part_1_65	7
G000017265.part_1_66	7
G000017265.part_1_67	7
G000017265.part_1_68	7
G000017265.part_1_70	7
G000017265.part_1_71	7
G000017265.part_1_72	7
G000017265.part_1_73	7
G000017265.part_1_74	7
G000017265.part_1_75	7
G000017265.part_1_76	7
G000017265.part_1_77	7
G000017265.part_1_80	7
G000017265.part_1_83	7
G000017265.part_1_84	7
G000017265.part_1_85	7
G000017265.part_1_86	7
G000017265.part_1_87	7
G000017265.part_1_88	7
G000017265.part_1_89	7
G000017265.part_1_8	7
G000017265.part_1_90	7
G000017265.part_1_91	7
G000017265.part_1_92	7
G000017265.part_1_93	7
G000017265.part_1_95	7
G000017265.part_1_98	7
G000017265.part_1_9	7
G000017265.part_2_11	7
G000017265.part_2_16	7
G000017265.part_2_17	7
G000017265.part_2_18	7
G000017265.part_2_22	7
G000017265.part_2_23	7
G000017265.part_2_24	7
G000017265.part_2_25	7
G000017265.part_2_27	7
G000017265.part_2_28	7
G000017265.part_2_29	7
G000017265.part_2_33	7
G000017265.part_2_35	7
G000017265.part_2_36	7
G000017265.part_2_37	7
G000017265.part_2_3	7
G000017265.part_2_40	7
G000017265.part_2_42	7
G000017265.part_2_43	7
G000017265.part_2_44	7
G000017265.part_2_45	7
G000017265.part_2_47	7
G000017265.part_2_48	7
G000017265.part_2_7	7
G000017265.part_2_9	7
G000018945.part_1_100	14
G000018945.part_1_101	14
G000018945.part_1_103	14
G000018945.part_1_105	14
G000018945.part_1_106	14
G000018945.part_1_107	14
G000018945.part_1_108	14
G000018945.part_1_109	14
G000018945.part_1_10	14
G000018945.part_1_110	14
G000018945.part_1_112	14
G000018945.part_1_114	14
G000018945.part_1_115	14
G000018945.part_1_116	14
G000018945.part_1_117	14
G000018945.part_1_118	14
G000018945.part_1_119	14
G000018945.part_1_11	14
G000018945.part_1_121	14
G000018945.part_1_122	14
G000018945.part_1_124	14
G000018945.part_1_126	14
G000018945.part_1_128	14
G000018945.part_1_12	14
G000018945.part_1_131	14
G000018945.part_1_133	14
G000018945.part_1_135	14
G000018945.part_1_138	14
G000018945.part_1_139	14
G000018945.part_1_140	14
G000018945.part_1_142	14
G000018945.part_1_146	14
G000018945.part_1_149	14
G000018945.part_1_150	14
G000018945.part_1_151	14
G000018945.part_1_153	14
G000018945.part_1_156	14
G000018945.part_1_157	14
G000018945.part_1_159	14
G000018945.part_1_15	14
G000018945.part_1_160	14
G000018945.part_1_161	14
G000018945.part_1_162	14
G000018945.part_1_163	14
G000018945.part_1_166	14
G000018945.part_1_168	14
G000018945.part_1_169	14
G000018945.part_1_16	14
G000018945.part_1_170	14
G000018945.part_1_171	14
G000018945.part_1_172	14
G000018945.part_1_173	14
G000018945.part_1_174	14
G000018945.part_1_175	14
G000018945.part_1_176	14
G000018945.part_1_177	14
G000018945.part_1_178	14
G000018945.part_1_179	14
G000018945.part_1_17	14
G000018945.part_1_181	14
G000018945.part_1_182	14
G000018945.part_1_185	14
G000018945.part_1_186	14
G000018945.part_1_187	14
G000018945.part_1_189	14
G000018945.part_1_18	14
G000018945.part_1_190	14
G000018945.part_1_191	14
G000018945.part_1_194	14
G000018945.part_1_196	14
G000018945.part_1_197	14
G000018945.part_1_198	14
G000018945.part_1_199	14
G000018945.part_1_19	14
G000018945.part_1_1	14
G000018945.part_1_200	14
G000018945.part_1_201	14
G000018945.part_1_203	14
G000018945.part_1_204	14
G000018945.part_1_205	14
G000018945.part_1_208	14
G000018945.part_1_209	14
G000018945.part_1_20	14
G000018945.part_1_210	14
G000018945.part_1_211	14
G000018945.part_1_213	14
G000018945.part_1_216	14
G000018945.part_1_22	14
G000018945.part_1_23	14
G000018945.part_1_25	14
G000018945.part_1_26	14
G000018945.part_1_28	14
G000018945.part_1_29	14
G000018945.part_1_2	14
G000018945.part_1_30	14
G000018945.part_1_31	14
G000018945.part_1_32	14
G000018945.part_1_34	14
G000018945.part_1_36	14
G000018945.part_1_37	14
G000018945.part_1_39	14
G000018945.part_1_3	14
G000018945.part_1_40	14
G000018945.part_1_41	14
G000018945.part_1_42	14
G000018945.part_1_45	14
G000018945.part_1_48	14
G000018945.part_1_4	14
G000018945.part_1_50	14
G000018945.part_1_53	14
G000018945.part_1_54	14
G000018945.part_1_56	14
G000018945.part_1_58	14
G000018945.part_1_59	14
G000018945.part_1_60	14
G000018945.part_1_61	14
G000018945.part_1_62	14
G000018945.part_1_65	14
G000018945.part_1_66	14
G000018945.part_1_67	14
G000018945.part_1_68	14
G000018945.part_1_70	14
G000018945.part_1_71	14
G000018945.part_1_72	14
G000018945.part_1_73	14
G000018945.part_1_74	14
G000018945.part_1_75	14
G000018945.part_1_76	14
G000018945.part_1_77	14
G000018945.part_1_80	14
G000018945.part_1_83	14
G000018945.part_1_84	14
G000018945.part_1_85	14
G000018945.part_1_86	14
G000018945.part_1_87	14
G000018945.part_1_88	14
G000018945.part_1_89	14
G000018945.part_1_8	14
G000018945.part_1_90	14
G000018945.part_1_91	14
G000018945.part_1_92	14
G000018945.part_1_93	14
G000018945.part_1_95	14
G000018945.part_1_98	14
G000018945.part_1_9	14
G000153405.part_1_100	8
G000153405.part_1_101	8
G000153405.part_1_103	8
G000153405.part_1_105	8
G000153405.part_1_106	8
G000153405.part_1_107	8
G000153405.part_1_108	8
G000153405.part_1_109	8
G000153405.part_1_10	8
G000153405.part_1_110	8
G000153405.part_1_112	8
G000153405.part_1_114	8
G000153405.part_1_115	8
G000153405.part_1_116	8
G000153405.part_1_117	8
G000153405.part_1_118	8
G000153405.part_1_119	8
G000153405.part_1_11	8
G000153405.part_1_121	8
G000153405.part_1_122	8
G000153405.part_1_124	8
G000153405.part_1_126	8
G000153405.part_1_128	8
G000153405.part_1_12	8
G000153405.part_1_131	8
G000153405.part_1_133	8
G000153405.part_1_135	8
G000153405.part_1_138	8
G000153405.part_1_139	8
G000153405.part_1_140	8
G000153405.part_1_142	8
G000153405.part_1_146	8
G000153405.part_1_149	8
G000153405.part_1_150	8
G000153405.part_1_151	8
G000153405.part_1_153	8
G000153405.part_1_156	8
G000153405.part_1_157	8
G000153405.part_1_159	8
G000153405.part_1_15	8
G000153405.part_1_160	8
G000153405.part_1_161	8
G000153405.part_1_162	8
G000153405.part_1_163	8
G000153405.part_1_166	8
G000153405.part_1_168	8
G000153405.part_1_169	8
G000153405.part_1_16	8
G000153405.part_1_170	8
G000153405.part_1_171	8
G000153405.part_1_172	8
G000153405.part_1_173	8
G000153405.part_1_174	8
G000153405.part_1_175	8
G000153405.part_1_176	8
G000153405.part_1_177	8
G000153405.part_1_178	8
G000153405.part_1_179	8
G000153405.part_1_17	8
G000153405.part_1_181	8
G000153405.part_1_182	8
G000153405.part_1_185	8
G000153405.part_1_186	8
G000153405.part_1_187	8
G000153405.part_1_189	8
G000153405.part_1_18	8
G000153405.part_1_190	8
G000153405.part_1_191	8
G000153405.part_1_194	8
G000153405.part_1_196	8
G000153405.part_1_197	8
G000153405.part_1_198	8
G000153405.part_1_199	8
G000153405.part_1_19	8
G000153405.part_1_1	8
G000153405.part_1_200	8
G000153405.part_1_201	8
G000153405.part_1_203	8
G000153405.part_1_204	8
G000153405.part_1_205	8
G000153405.part_1_208	8
G000153405.part_1_209	8
G000153405.part_1_20	8
G000153405.part_1_210	8
G000153405.part_1_211	8
G000153405.part_1_213	8
G000153405.part_1_216	8
G000153405.part_1_218	8
G000153405.part_1_219	8
G000153405.part_1_221	8
G000153405.part_1_223	8
G000153405.part_1_224	8
G000153405.part_1_226	8
G000153405.part_1_227	8
G000153405.part_1_228	8
G000153405.part_1_229	8
G000153405.part_1_22	8
G000153405.part_1_230	8
G000153405.part_1_231	8
G000153405.part_1_232	8
G000153405.part_1_233	8
G000153405.part_1_234	8
G000153405.part_1_235	8
G000153405.part_1_237	8
G000153405.part_1_238	8
G000153405.part_1_23	8
G000153405.part_1_240	8
G000153405.part_1_241	8
G000153405.part_1_244	8
G000153405.part_1_245	8
G000153405.part_1_246	8
G000153405.part_1_247	8
G000153405.part_1_248	8
G000153405.part_1_249	8
G000153405.part_1_250	8
G000153405.part_1_251	8
G000153405.part_1_252	8
G000153405.part_1_253	8
G000153405.part_1_255	8
G000153405.part_1_256	8
G000153405.part_1_257	8
G000153405.part_1_258	8
G000153405.part_1_259	8
G000153405.part_1_25	8
G000153405.part_1_261	8
G000153405.part_1_263	8
G000153405.part_1_264	8
G000153405.part_1_265	8
G000153405.part_1_266	8
G000153405.part_1_26	8
G000153405.part_1_271	8
G000153405.part_1_275	8
G000153405.part_1_276	8
G000153405.part_1_278	8
G000153405.part_1_280	8
G000153405.part_1_281	8
G000153405.part_1_284	8
G000153405.part_1_285	8
G000153405.part_1_286	8
G000153405.part_1_287	8
G000153405.part_1_288	8
G000153405.part_1_28	8
G000153405.part_1_290	8
G000153405.part_1_291	8
G000153405.part_1_292	8
G000153405.part_1_294	8
G000153405.part_1_295	8
G000153405.part_1_296	8
G000153405.part_1_297	8
G000153405.part_1_298	8
G000153405.part_1_299	8
G000153405.part_1_29	8
G000153405.part_1_2	8
G000153405.part_1_302	8
G000153405.part_1_304	8
G000153405.part_1_305	8
G000153405.part_1_306	8
G000153405.part_1_307	8
G000153405.part_1_308	8
G000153405.part_1_30	8
G000153405.part_1_310	8
G000153405.part_1_311	8
G000153405.part_1_312	8
G000153405.part_1_315	8
G000153405.part_1_317	8
G000153405.part_1_31	8
G000153405.part_1_320	8
G000153405.part_1_323	8
G000153405.part_1_324	8
G000153405.part_1_325	8
G000153405.part_1_327	8
G000153405.part_1_328	8
G000153405.part_1_329	8
G000153405.part_1_32	8
G000153405.part_1_331	8
G000153405.part_1_337	8
G000153405.part_1_338	8
G000153405.part_1_34	8
G000153405.part_1_36	8
G000153405.part_1_37	8
G000153405.part_1_39	8
G000153405.part_1_3	8
G000153405.part_1_40	8
G000153405.part_1_41	8
G000153405.part_1_42	8
G000153405.part_1_45	8
G000153405.part_1_48	8
G000153405.part_1_4	8
G000153405.part_1_50	8
G000153405.part_1_53	8
G000153405.part_1_54	8
G000153405.part_1_56	8
G000153405.part_1_58	8
G000153405.part_1_59	8
G000153405.part_1_60	8
G000153405.part_1_61	8
G000153405.part_1_62	8
G000153405.part_1_65	8
G000153405.part_1_66	8
G000153405.part_1_67	8
G000153405.part_1_68	8
G000153405.part_1_70	8
G000153405.part_1_71	8
G000153405.part_1_72	8
G000153405.part_1_73	8
G000153405.part_1_74	8
G000153405.part_1_75	8
G000153405.part_1_76	8
G000153405.part_1_77	8
G000153405.part_1_80	8
G000153405.part_1_83	8
G000153405.part_1_84	8
G000153405.part_1_85	8
G000153405.part_1_86	8
G000153405.part_1_87	8
G000153405.part_1_88	8
G000153405.part_1_89	8
G000153405.part_1_8	8
G000153405.part_1_90	8
G000153405.part_1_91	8
G000153405.part_1_92	8
G000153405.part_1_93	8
G000153405.part_1_95	8
G000153405.part_1_98	8
G000153405.part_1_9	8
G000237805.part_1_100	14
G000237805.part_1_102	14
G000237805.part_1_103	14
G000237805.part_1_104	14
G000237805.part_1_105	14
G000237805.part_1_106	14
G000237805.part_1_109	14
G000237805.part_1_10	14
G000237805.part_1_111	14
G000237805.part_1_112	14
G000237805.part_1_113	14
G000237805.part_1_114	14
G000237805.part_1_115	14
G000237805.part_1_116	14
G000237805.part_1_117	14
G000237805.part_1_118	14
G000237805.part_1_119	14
G000237805.part_1_11	14
G000237805.part_1_121	14
G000237805.part_1_122	14
G000237805.part_1_124	14
G000237805.part_1_125	14
G000237805.part_1_127	14
G000237805.part_1_128	14
G000237805.part_1_129	14
G000237805.part_1_12	14
G000237805.part_1_130	14
G000237805.part_1_132	14
G000237805.part_1_133	14
G000237805.part_1_135	14
G000237805.part_1_136	14
G000237805.part_1_138	14
G000237805.part_1_140	14
G000237805.part_1_142	14
G000237805.part_1_143	14
G000237805.part_1_144	14
G000237805.part_1_146	14
G000237805.part_1_148	14
G000237805.part_1_151	14
G000237805.part_1_153	14
G000237805.part_1_154	14
G000237805.part_1_155	14
G000237805.part_1_157	14
G000237805.part_1_158	14
G000237805.part_1_15	14
G000237805.part_1_160	14
G000237805.part_1_161	14
G000237805.part_1_163	14
G000237805.part_1_164	14
G000237805.part_1_165	14
G000237805.part_1_166	14
G000237805.part_1_167	14
G000237805.part_1_168	14
G000237805.part_1_16	14
G000237805.part_1_170	14
G000237805.part_1_171	14
G000237805.part_1_173	14
G000237805.part_1_175	14
G000237805.part_1_176	14
G000237805.part_1_177	14
G000237805.part_1_178	14
G000237805.part_1_17	14
G000237805.part_1_181	14
G000237805.part_1_182	14
G000237805.part_1_183	14
G000237805.part_1_185	14
G000237805.part_1_186	14
G000237805.part_1_18	14
G000237805.part_1_191	14
G000237805.part_1_192	14
G000237805.part_1_193	14
G000237805.part_1_194	14
G000237805.part_1_195	14
G000237805.part_1_19	14
G000237805.part_1_1	14
G000237805.part_1_20	14
G000237805.part_1_22	14
G000237805.part_1_23	14
G000237805.part_1_25	14
G000237805.part_1_26	14
G000237805.part_1_28	14
G000237805.part_1_29	14
G000237805.part_1_2	14
G000237805.part_1_30	14
G000237805.part_1_31	14
G000237805.part_1_32	14
G000237805.part_1_34	14
G000237805.part_1_36	14
G000237805.part_1_39	14
G000237805.part_1_3	14
G000237805.part_1_42	14
G000237805.part_1_43	14
G000237805.part_1_44	14
G000237805.part_1_45	14
G000237805.part_1_48	14
G000237805.part_1_4	14
G000237805.part_1_53	14
G000237805.part_1_54	14
G000237805.part_1_55	14
G000237805.part_1_56	14
G000237805.part_1_57	14
G000237805.part_1_58	14
G000237805.part_1_59	14
G000237805.part_1_60	14
G000237805.part_1_61	14
G000237805.part_1_62	14
G000237805.part_1_65	14
G000237805.part_1_66	14
G000237805.part_1_67	14
G000237805.part_1_68	14
G000237805.part_1_69	14
G000237805.part_1_72	14
G000237805.part_1_75	14
G000237805.part_1_76	14
G000237805.part_1_79	14
G000237805.part_1_80	14
G000237805.part_1_81	14
G000237805.part_1_83	14
G000237805.part_1_87	14
G000237805.part_1_89	14
G000237805.part_1_8	14
G000237805.part_1_91	14
G000237805.part_1_92	14
G000237805.part_1_93	14
G000237805.part_1_94	14
G000237805.part_1_95	14
G000237805.part_1_96	14
G000237805.part_1_9	14
G000283915.part_1_100	10
G000283915.part_1_101	10
G000283915.part_1_103	10
G000283915.part_1_105	10
G000283915.part_1_106	10
G000283915.part_1_107	10
G000283915.part_1_108	10
G000283915.part_1_109	10
G000283915.part_1_10	10
G000283915.part_1_110	10
G000283915.part_1_112	10
G000283915.part_1_114	10
G000283915.part_1_115	10
G000283915.part_1_116	10
G000283915.part_1_117	10
G000283915.part_1_118	10
G000283915.part_1_119	10
G000283915.part_1_11	10
G000283915.part_1_121	10
G000283915.part_1_122	10
G000283915.part_1_124	10
G000283915.part_1_126	10
G000283915.part_1_12	10
G000283915.part_1_15	10
G000283915.part_1_16	10
G000283915.part_1_17	10
G000283915.part_1_18	10
G000283915.part_1_19	10
G000283915.part_1_1	10
G000283915.part_1_20	10
G000283915.part_1_22	10
G000283915.part_1_23	10
G000283915.part_1_25	10
G000283915.part_1_26	10
G000283915.part_1_28	10
G000283915.part_1_29	10
G000283915.part_1_2	10
G000283915.part_1_30	10
G000283915.part_1_31	10
G000283915.part_1_32	10
G000283915.part_1_34	10
G000283915.part_1_36	10
G000283915.part_1_37	10
G000283915.part_1_39	10
G000283915.part_1_3	10
G000283915.part_1_40	10
G000283915.part_1_41	10
G000283915.part_1_42	10
G000283915.part_1_45	10
G000283915.part_1_48	10
G000283915.part_1_4	10
G000283915.part_1_50	10
G000283915.part_1_53	10
G000283915.part_1_54	10
G000283915.part_1_56	10
G000283915.part_1_58	10
G000283915.part_1_59	10
G000283915.part_1_60	10
G000283915.part_1_61	10
G000283915.part_1_62	10
G000283915.part_1_65	10
G000283915.part_1_66	10
G000283915.part_1_67	10
G000283915.part_1_68	10
G000283915.part_1_70	10
G000283915.part_1_71	10
G000283915.part_1_72	10
G000283915.part_1_73	10
G000283915.part_1_74	10
G000283915.part_1_75	10
G000283915.part_1_76	10
G000283915.part_1_77	10
G000283915.part_1_80	10
G000283915.part_1_83	10
G000283915.part_1_84	10
G000283915.part_1_85	10
G000283915.part_1_86	10
G000283915.part_1_87	10
G000283915.part_1_88	10
G000283915.part_1_89	10
G000283915.part_1_8	10
G000283915.part_1_90	10
G000283915.part_1_91	10
G000283915.part_1_92	10
G000283915.part_1_93	10
G000283915.part_1_95	10
G000283915.part_1_98	10
G000283915.part_1_9	10
