PC1002496	8162	2415	1864	1809	2074	0	0	0	758	0	0	0
PC1002499	5190	1694	917	834	1745	0	0	0	256	0	0	0
PC1002502	30630	9578	5603	5198	10251	0	0	0	1728	0	0	0
PC1002506	14185	2858	3987	4330	3010	0	0	0	2840	0	0	0
PC1002514	5382	977	1601	1558	1246	0	0	0	1098	0	0	0
PC1002554	7034	2005	1730	1659	1640	0	0	0	798	0	0	0
PC100255	7373	1335	2364	2458	1216	0	0	0	1924	0	0	0
PC1002672	11245	3491	2330	2050	3374	0	0	0	864	0	0	0
PC10026	7482	2471	1203	1430	2378	0	0	0	238	0	0	0
PC1002739	11600	3616	2230	2108	3646	0	0	0	720	0	0	0
PC100273	24693	6792	4860	5988	7053	0	0	0	2144	0	0	0
PC1002742	14903	5152	2499	2290	4962	0	0	0	396	0	0	0
PC1002802	12853	2824	4089	3405	2535	0	0	0	2086	0	0	0
PC1002882	6134	1788	1174	1263	1909	0	0	0	446	0	0	0
PC1003024	9738	2773	1901	1956	3108	0	0	0	712	0	0	0
PC1003099	6010	1786	1194	1099	1931	0	0	0	362	0	0	0
PC1003116	8453	2233	1748	2020	2452	0	0	0	858	0	0	0
PC1003130	8585	2754	1601	1024	3206	0	0	0	194	0	0	0
PC1003133	11254	3292	1816	1650	4496	0	0	0	562	0	0	0
PC100314	7783	2464	1476	1372	2471	0	0	0	498	0	0	0
PC1003174	7907	2482	1316	1677	2432	0	0	0	520	0	0	0
PC100318	9390	1247	3160	3539	1444	0	0	0	2490	0	0	0
PC1003206	10033	3242	2017	1252	3522	0	0	0	362	0	0	0
PC1003230	33736	9293	7929	7080	9434	0	0	0	4340	0	0	0
PC1003262	7449	1866	1858	1658	2067	0	0	0	836	0	0	0
PC1003285	5973	1864	1188	1100	1821	0	0	0	450	0	0	0
PC1003328	5326	967	1602	1599	1158	0	0	0	1218	0	0	0
PC1003350	6174	1773	1469	1296	1636	0	0	0	570	0	0	0
PC1003364	5090	1497	1061	1124	1408	0	0	0	376	0	0	0
PC1003417	31271	10140	5905	5243	9983	0	0	0	1114	0	0	0
PC1003488	18329	4845	4117	4481	4886	0	0	0	2188	0	0	0
PC1003510	18386	5506	3367	3867	5646	0	0	0	1402	0	0	0
PC1003512	18370	5021	3675	3575	6099	0	0	0	1214	0	0	0
PC1003600	9417	1535	3330	3083	1469	0	0	0	2508	0	0	0
PC1003664	5141	1103	1476	1435	1127	0	0	0	854	0	0	0
PC1003720	19807	3966	6312	5668	3861	0	0	0	4236	0	0	0
PC1003748	10225	3145	1574	1908	3598	0	0	0	580	0	0	0
PC1003758	6401	1868	1269	1403	1861	0	0	0	500	0	0	0
PC1003764	3052329	564379	960862	964192	562896	0	0	0	772808	0	0	0
PC1003773	19273	3410	6458	5958	3447	0	0	0	4746	0	0	0
PC1003791	8836	2783	1723	1621	2709	0	0	0	594	0	0	0
PC10037	5902	1486	1371	1147	1898	0	0	0	712	0	0	0
PC1003871	12271	2430	3723	3527	2591	0	0	0	1974	0	0	0
PC1003885	8460	1639	2792	2482	1547	0	0	0	2068	0	0	0
PC1003887	6401	921	2309	2299	872	0	0	0	1956	0	0	0
PC1003906	5934	1673	1280	1189	1792	0	0	0	320	0	0	0
PC1004036	47678	13696	10504	9654	13824	0	0	0	4358	0	0	0
PC1004045	13954	4177	2611	2883	4283	0	0	0	890	0	0	0
PC1004115	6067	818	2085	2182	982	0	0	0	1946	0	0	0
PC1004162	1081864	163718	366591	385383	166172	0	0	0	326218	0	0	0
PC1004177	163551	36795	49777	44109	32870	0	0	0	26962	0	0	0
PC1004186	56527	19440	8545	8945	19597	0	0	0	2968	0	0	0
PC1004234	9405	2770	1515	1902	3218	0	0	0	638	0	0	0
PC1004246	12860	4046	2162	1870	4782	0	0	0	660	0	0	0
PC100424	6940	1052	2416	2336	1136	0	0	0	1956	0	0	0
PC1004257	16724	3149	4899	5305	3371	0	0	0	2642	0	0	0
PC100428	21911	6630	4209	4698	6374	0	0	0	1892	0	0	0
PC1004381	22493	3813	7743	7370	3567	0	0	0	5966	0	0	0
PC1004384	7873	1305	2667	2651	1250	0	0	0	1876	0	0	0
PC1004400	6202	1864	1281	1070	1987	0	0	0	434	0	0	0
PC1004405	7356	1209	2308	2714	1125	0	0	0	1980	0	0	0
PC1004407	5607	1904	1033	922	1748	0	0	0	284	0	0	0
PC1004471	5853	1967	946	1013	1927	0	0	0	280	0	0	0
PC1004532	11365	3491	2191	2217	3466	0	0	0	532	0	0	0
PC1004556	6511	2058	1146	1274	2033	0	0	0	334	0	0	0
PC1004574	5376	2025	747	746	1858	0	0	0	134	0	0	0
PC1004623	15473	2109	5548	5316	2500	0	0	0	4204	0	0	0
PC1004628	81035	24991	14335	15448	26261	0	0	0	5076	0	0	0
PC1004629	11282	3369	2622	2217	3074	0	0	0	1074	0	0	0
PC1004639	8474	2488	1824	1608	2554	0	0	0	696	0	0	0
PC1004651	25300	7367	5303	6315	6315	0	0	0	3264	0	0	0
PC1004665	71609	17588	16404	18986	18631	0	0	0	8096	0	0	0
PC1004669	7289	1094	2368	2465	1362	0	0	0	1906	0	0	0
PC1004678	6914	1855	1414	1591	2054	0	0	0	604	0	0	0
PC1004680	11712	2311	3563	3438	2400	0	0	0	2506	0	0	0
PC1004698	8418	1438	2566	2807	1607	0	0	0	2238	0	0	0
PC1004706	7283	1934	1860	1513	1976	0	0	0	802	0	0	0
PC1004741	7532	1264	2676	2427	1165	0	0	0	2276	0	0	0
PC1004743	12627	3933	2299	1721	4674	0	0	0	296	0	0	0
PC1004760	241927	74170	51468	43921	72368	0	0	0	17594	0	0	0
PC1004768	337631	105054	68371	58736	105470	0	0	0	21494	0	0	0
PC1004780	5808	1542	1328	1463	1475	0	0	0	762	0	0	0
PC1004798	32814	6431	8480	10867	7036	0	0	0	6358	0	0	0
PC1004806	10799	3240	1667	2411	3481	0	0	0	626	0	0	0
PC1004817	12037	3799	2056	2601	3581	0	0	0	750	0	0	0
PC100490	13072	4427	2518	2441	3686	0	0	0	906	0	0	0
PC1004931	12361	3955	2771	2090	3545	0	0	0	782	0	0	0
PC1004984	11644	1719	3801	4042	2082	0	0	0	2744	0	0	0
PC1005003	15905	3455	4363	4674	3413	0	0	0	2760	0	0	0
PC1005008	9619	1716	3151	3027	1725	0	0	0	2266	0	0	0
PC1005056	7037	2071	1426	1231	2309	0	0	0	254	0	0	0
PC1005211	14879	5436	2404	2420	4619	0	0	0	796	0	0	0
PC1005223	8382	2084	2277	2447	1574	0	0	0	1254	0	0	0
PC1005255	10324	2820	2513	2167	2824	0	0	0	1186	0	0	0
PC1005380	6237	925	1988	2010	1314	0	0	0	1144	0	0	0
PC1005395	10134	1703	2933	3450	2048	0	0	0	2520	0	0	0
PC1005428	5243	1437	1080	1146	1580	0	0	0	426	0	0	0
PC1005443	5739	1661	1191	979	1908	0	0	0	460	0	0	0
PC1005447	5592	1710	987	1097	1798	0	0	0	344	0	0	0
PC1005456	5533	1854	922	1287	1470	0	0	0	412	0	0	0
PC1005504	27060	8814	4446	5543	8257	0	0	0	2004	0	0	0
PC1005526	5813	911	2002	1948	952	0	0	0	1368	0	0	0
PC1005529	6270	1820	1239	1283	1928	0	0	0	416	0	0	0
PC1005538	5930	1825	1256	1080	1769	0	0	0	424	0	0	0
PC1005546	6597	2101	1112	1377	2007	0	0	0	452	0	0	0
PC1005560	24825	5007	7096	7525	5197	0	0	0	4852	0	0	0
PC1005625	14568	2447	4851	4742	2528	0	0	0	3978	0	0	0
PC1005632	13441	1916	4603	4749	2173	0	0	0	3376	0	0	0
PC1005644	9220	2610	1866	2068	2676	0	0	0	880	0	0	0
PC1005646	9023	1228	3276	3192	1327	0	0	0	2618	0	0	0
PC1005650	5622	1090	1656	1795	1081	0	0	0	1340	0	0	0
PC1005680	5400	1585	1163	930	1722	0	0	0	386	0	0	0
PC1005684	5523	1613	945	880	2085	0	0	0	256	0	0	0
PC1005706	13745	4271	2880	2560	4034	0	0	0	1122	0	0	0
PC1005741	54969	12290	16131	14716	11832	0	0	0	8782	0	0	0
PC1005764	5867	1576	1248	1271	1772	0	0	0	370	0	0	0
PC1005842	14744	1976	5290	5396	2082	0	0	0	4178	0	0	0
PC100585	5557	1471	1113	1184	1789	0	0	0	406	0	0	0
PC1005874	6258	1885	1374	917	2082	0	0	0	220	0	0	0
PC1005925	10856	3284	1849	1439	4284	0	0	0	346	0	0	0
PC100592	10472	3244	2199	2008	3021	0	0	0	826	0	0	0
PC1005975	5506	1283	1778	1414	1031	0	0	0	1068	0	0	0
PC1006001	5031	783	1746	1748	754	0	0	0	1348	0	0	0
PC100602	10543	2640	2755	2369	2779	0	0	0	826	0	0	0
PC1006062	9967	2920	2147	2007	2893	0	0	0	890	0	0	0
PC1006069	5391	1720	1133	942	1596	0	0	0	398	0	0	0
PC1006072	7744	2699	1327	1182	2536	0	0	0	208	0	0	0
PC1006080	5107	1573	855	1259	1420	0	0	0	230	0	0	0
PC1006084	7510	1082	2626	2700	1102	0	0	0	2240	0	0	0
PC1006100	7909	2259	1452	1460	2738	0	0	0	372	0	0	0
PC1006144	6473	804	2373	2362	934	0	0	0	2010	0	0	0
PC1006145	7474	1672	2038	2189	1575	0	0	0	1176	0	0	0
PC1006162	21153	6537	3994	4735	5887	0	0	0	1556	0	0	0
PC1006183	22849	7331	4776	4159	6583	0	0	0	1634	0	0	0
PC1006197	6440	1961	1467	1383	1629	0	0	0	588	0	0	0
PC1006211	10554	2484	2660	2431	2979	0	0	0	1304	0	0	0
PC1006233	14369	4529	2321	2785	4734	0	0	0	560	0	0	0
PC100625	59711	18479	12694	11104	17434	0	0	0	4592	0	0	0
PC1006265	5152	622	1829	2013	688	0	0	0	1876	0	0	0
PC1006266	12161	2573	3673	3484	2431	0	0	0	2526	0	0	0
PC1006273	8832	3218	1076	1852	2686	0	0	0	320	0	0	0
PC1006318	5969	890	1868	2174	1037	0	0	0	1894	0	0	0
PC100635	5411	1591	1404	1252	1164	0	0	0	570	0	0	0
PC1006458	11339	2445	3511	3016	2367	0	0	0	1634	0	0	0
PC1006462	7184	1467	2181	2294	1242	0	0	0	1652	0	0	0
PC1006482	7169	1849	1745	1577	1998	0	0	0	840	0	0	0
PC1006506	7390	2446	1454	1071	2419	0	0	0	342	0	0	0
PC1006551	9158	2177	2374	2405	2202	0	0	0	1230	0	0	0
PC1006589	10018	3490	1541	1438	3549	0	0	0	456	0	0	0
PC1006614	7396	2428	1223	1556	2189	0	0	0	536	0	0	0
PC1006616	6988	1956	1741	1377	1914	0	0	0	616	0	0	0
PC100668	54125	14577	13173	12015	14360	0	0	0	6242	0	0	0
PC1006825	10161	1841	3540	3183	1597	0	0	0	2480	0	0	0
PC1006833	9087	3240	1523	1357	2967	0	0	0	304	0	0	0
PC1006838	8484	2833	2066	1439	2146	0	0	0	672	0	0	0
PC1006862	5945	1740	1360	1279	1566	0	0	0	640	0	0	0
PC1006895	9784	3093	1708	1714	3269	0	0	0	600	0	0	0
PC1006917	8017	2195	1477	1990	2355	0	0	0	836	0	0	0
PC1006922	53578	11128	16228	14931	11291	0	0	0	8578	0	0	0
PC1007013	132468	37949	22039	30753	41727	0	0	0	9164	0	0	0
PC1007025	17269	5178	3037	3399	5655	0	0	0	656	0	0	0
PC1007041	10960	2575	2865	2990	2530	0	0	0	1560	0	0	0
PC100705	12613	2145	4404	3990	2074	0	0	0	3338	0	0	0
PC1007066	5663	2113	755	727	2068	0	0	0	104	0	0	0
PC1007093	5585	1404	1152	1388	1641	0	0	0	592	0	0	0
PC1007108	8601	1949	2190	2601	1861	0	0	0	1508	0	0	0
PC1007165	18532	2794	5897	6723	3118	0	0	0	5036	0	0	0
PC1007172	9495	2621	2119	2140	2615	0	0	0	1054	0	0	0
PC1007180	12250	3835	2265	1645	4505	0	0	0	420	0	0	0
PC100718	9104	1301	3295	3076	1432	0	0	0	2536	0	0	0
PC1007238	7012	1938	1579	1609	1886	0	0	0	696	0	0	0
PC1007303	9407	2724	2199	1986	2498	0	0	0	882	0	0	0
PC1007370	5669	1542	1248	1262	1617	0	0	0	552	0	0	0
PC1007386	7950	1466	2605	2461	1418	0	0	0	1472	0	0	0
PC1007392	5847	1933	968	809	2137	0	0	0	126	0	0	0
PC1007430	9544	1369	3421	3488	1266	0	0	0	2440	0	0	0
PC1007452	7048	1329	2081	2170	1468	0	0	0	1416	0	0	0
PC1007479	7816	2009	1852	1747	2208	0	0	0	936	0	0	0
PC1007581	5570	954	2014	1711	891	0	0	0	1414	0	0	0
PC1007593	7089	2165	1449	1153	2322	0	0	0	300	0	0	0
PC1007622	18441	3470	5585	5929	3457	0	0	0	4410	0	0	0
PC1007630	7930	2672	1277	1567	2414	0	0	0	380	0	0	0
PC1007638	7099	1957	1484	1602	2056	0	0	0	708	0	0	0
PC1007663	6916	2439	1018	1479	1980	0	0	0	278	0	0	0
PC1007665	77901	21689	15358	17896	22958	0	0	0	6956	0	0	0
PC1007675	76952	24345	16221	13914	22472	0	0	0	6282	0	0	0
PC100768	5551	2017	775	938	1821	0	0	0	192	0	0	0
PC1007695	8741	1127	3288	2974	1352	0	0	0	3006	0	0	0
PC1007775	5606	1511	1384	1180	1531	0	0	0	524	0	0	0
PC1007821	6749	2170	909	1184	2486	0	0	0	244	0	0	0
PC1007827	16208	4904	3074	3159	5071	0	0	0	1218	0	0	0
PC1007922	9391	1732	3092	2735	1832	0	0	0	1820	0	0	0
PC1007926	70145	19029	13995	16318	20803	0	0	0	5886	0	0	0
PC1007930	15421	5345	2459	2376	5241	0	0	0	230	0	0	0
PC1008009	9416	2465	2166	2473	2312	0	0	0	1496	0	0	0
PC1008259	81706	16655	23241	24733	17077	0	0	0	17230	0	0	0
PC1008290	5129	966	1586	1716	861	0	0	0	1354	0	0	0
PC1008321	8817	3067	1662	1322	2766	0	0	0	304	0	0	0
PC1008323	10106	2601	2659	2428	2418	0	0	0	1522	0	0	0
PC1008324	5265	1549	1020	1439	1257	0	0	0	526	0	0	0
PC1008356	5071	1444	1045	1155	1427	0	0	0	520	0	0	0
PC1008372	6604	1230	2059	2160	1155	0	0	0	1666	0	0	0
PC1008418	5075	1460	1023	1025	1567	0	0	0	408	0	0	0
PC1008425	13746	3970	3474	2989	3313	0	0	0	1660	0	0	0
PC1008438	7707	2245	1226	1615	2621	0	0	0	546	0	0	0
PC1008515	7558	1491	2639	2184	1244	0	0	0	1750	0	0	0
PC1008538	6727	1822	1404	1657	1844	0	0	0	516	0	0	0
PC1008562	8622	2358	2141	1860	2263	0	0	0	914	0	0	0
PC1008563	10302	2819	2414	2258	2811	0	0	0	932	0	0	0
PC1008573	9069	1757	2574	2792	1946	0	0	0	1792	0	0	0
PC1008638	5681	1897	872	886	2026	0	0	0	246	0	0	0
PC1008648	9264	1610	2610	3028	2016	0	0	0	2226	0	0	0
PC1008792	8155	2176	1820	1967	2192	0	0	0	990	0	0	0
PC100880	5387	1357	1238	1280	1512	0	0	0	634	0	0	0
PC1008824	18220	3475	5137	5776	3832	0	0	0	3756	0	0	0
PC1008842	65019	12648	21039	19203	12129	0	0	0	14944	0	0	0
PC1008843	7785	965	2934	2840	1046	0	0	0	2402	0	0	0
PC1008909	5804	1696	1304	1233	1571	0	0	0	608	0	0	0
PC1008989	15017	3040	4644	4326	3007	0	0	0	2280	0	0	0
PC1008995	5841	1499	1284	1372	1686	0	0	0	618	0	0	0
PC1009020	94276	19794	28139	26916	19427	0	0	0	18066	0	0	0
PC1009118	5134	1140	1390	1473	1131	0	0	0	1032	0	0	0
PC100913	29521	4011	10380	10928	4202	0	0	0	7872	0	0	0
PC1009170	18204	2721	6464	6047	2972	0	0	0	4774	0	0	0
PC1009179	24276	6179	5252	5807	7038	0	0	0	2664	0	0	0
PC1009180	71851	21779	14630	12474	22968	0	0	0	4522	0	0	0
PC1009250	45392	13776	9645	8282	13689	0	0	0	3498	0	0	0
PC1009256	7300	2359	1328	1398	2215	0	0	0	410	0	0	0
PC1009263	30875	10574	5115	5155	10031	0	0	0	1512	0	0	0
PC1009329	7538	2716	1323	1382	2117	0	0	0	252	0	0	0
PC100933	25821	6240	6947	6222	6412	0	0	0	3664	0	0	0
PC1009375	5140	758	1754	1862	766	0	0	0	1336	0	0	0
PC1009418	6427	969	2260	2361	837	0	0	0	1980	0	0	0
PC1009427	18015	3590	5059	5443	3923	0	0	0	3658	0	0	0
PC1009461	5518	1098	1470	1710	1240	0	0	0	998	0	0	0
PC1009484	9530	2744	1816	2162	2808	0	0	0	750	0	0	0
PC1009492	5028	825	1705	1719	779	0	0	0	1314	0	0	0
PC1009513	9540	3383	1452	1515	3190	0	0	0	244	0	0	0
PC1009519	92414	25418	19507	21801	25688	0	0	0	9536	0	0	0
PC1009558	5449	1262	1704	1526	957	0	0	0	920	0	0	0
PC1009588	9697	3100	2078	1705	2814	0	0	0	728	0	0	0
PC1009604	8012	1515	2615	2471	1411	0	0	0	2134	0	0	0
PC1009611	5355	1753	1127	980	1495	0	0	0	348	0	0	0
PC1009618	7122	1165	2422	2425	1110	0	0	0	2068	0	0	0
PC1009630	60935	17985	14103	11677	17170	0	0	0	5276	0	0	0
PC1009680	14698	4148	2889	2755	4906	0	0	0	630	0	0	0
PC1009713	23745	8565	3607	4737	6836	0	0	0	1462	0	0	0
PC1009723	5316	1697	892	1220	1507	0	0	0	260	0	0	0
PC100973	13698	4749	2435	2734	3780	0	0	0	848	0	0	0
PC1009774	28416	8050	6281	6235	7850	0	0	0	1814	0	0	0
PC1009790	11009	2990	2846	2449	2724	0	0	0	1152	0	0	0
PC1009817	7003	2213	1102	1398	2290	0	0	0	442	0	0	0
PC1009913	12871	2581	3826	3830	2634	0	0	0	2168	0	0	0
PC1009922	5218	1229	1357	1489	1143	0	0	0	618	0	0	0
PC1009973	8473	2949	1368	1336	2820	0	0	0	474	0	0	0
PC1009991	7171	2246	1282	896	2747	0	0	0	148	0	0	0
PC1010119	9229	2802	1567	1308	3552	0	0	0	404	0	0	0
PC1010151	11694	2375	3072	3725	2522	0	0	0	2288	0	0	0
PC1010171	5149	1789	1014	756	1590	0	0	0	168	0	0	0
PC1010207	5758	1536	1180	1440	1602	0	0	0	618	0	0	0
PC1010248	5863	1631	1223	1313	1696	0	0	0	584	0	0	0
PC1010379	7895	2514	1345	990	3046	0	0	0	298	0	0	0
PC1010430	9479	2725	1788	2013	2953	0	0	0	788	0	0	0
PC1010503	5416	1172	1499	1640	1105	0	0	0	1088	0	0	0
PC1010504	13616	3109	4208	3511	2788	0	0	0	3124	0	0	0
PC1010519	8343	2909	1434	1493	2507	0	0	0	508	0	0	0
PC1010524	9731	2412	2411	2479	2429	0	0	0	1232	0	0	0
PC1010609	5905	1313	1735	1578	1279	0	0	0	964	0	0	0
PC1010641	9335	2357	2024	2178	2776	0	0	0	972	0	0	0
PC1010647	6238	1293	1853	1804	1288	0	0	0	1110	0	0	0
PC1010654	13400	3756	2746	3152	3746	0	0	0	1234	0	0	0
PC1010673	5682	1574	1130	1337	1641	0	0	0	334	0	0	0
PC1010758	6773	1632	1820	1769	1552	0	0	0	1000	0	0	0
PC1010766	17899	4552	4768	4504	4075	0	0	0	2308	0	0	0
PC1010775	14081	2040	4981	4960	2100	0	0	0	4824	0	0	0
PC101079	5621	1134	1733	1646	1108	0	0	0	1262	0	0	0
PC1010819	11325	2330	3515	3230	2250	0	0	0	2468	0	0	0
PC1010830	7048	1926	1748	1512	1862	0	0	0	834	0	0	0
PC1010846	309502	98826	49502	54272	106796	106	0	0	17392	54	52	5
PC1010888	11535	3155	2377	2625	3378	0	0	0	944	0	0	0
PC1010934	12245	3335	3043	2697	3170	0	0	0	1396	0	0	0
