genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000153405.part_1_326	8.0	0.6623014211654663	4.150443670087599e-20	5.12790927342105e-13	7.57472778844204e-17	1.911025157563806e-12	7.674344558276924e-13	1.501297342279079e-16	6.1546934371637784e-15	3.070104170888044e-08	0.6623014211654663	0.3376980125904083	5.533161697712785e-07	2.3748741315784017e-15	4.728907189543179e-18	3.272335436810393e-17	6.780220238337617e-14
G001606005.part_1_212	4.0	0.9803929924964905	3.8004621151499496e-12	0.01960696466267109	1.3753919785831325e-19	1.283607190633636e-18	0.9803929924964905	1.81334808280198e-11	2.537014025374767e-16	1.247021383112502e-20	1.251666192335911e-23	4.706069561821735e-11	1.3358796490878233e-13	7.89076182172721e-08	1.0103436291809509e-18	1.5913583339965953e-08	1.801780956828562e-15
G000153405.part_1_185	8.0	0.9968509078025818	3.792020300684234e-19	2.0587913542817897e-21	2.099594498261581e-09	1.9811095611833833e-18	6.600072254676036e-16	7.192440680580184e-14	1.3402103534495425e-17	1.6203531572056562e-13	0.9968509078025818	0.0031491131521761417	2.1088554513770674e-11	2.0184749427443194e-09	6.208211354434024e-18	3.460808006883081e-20	4.900007249318506e-16
G900089075.part_8_45	6.0	0.9999995231628418	7.608887478416371e-13	7.275672217759158e-28	9.41210304139517e-12	1.531866820891903e-11	1.4893492797547758e-13	5.17829676027759e-07	0.9999995231628418	2.3841448748226586e-20	3.3712624163649563e-13	3.166853220341024e-19	1.0077202093616844e-11	5.543894232573621e-09	2.7583714392459546e-12	1.2298464469040482e-09	3.124967784540189e-10
G000008665.part_1_190	13.0	1.0	3.5448965771664135e-18	9.528184423866788e-21	6.121195340264078e-20	6.180612391239876e-14	8.148572962218825e-12	4.33250135799864e-14	3.886339204416762e-15	7.051567152993281e-17	1.927176476669741e-14	2.25935750621216e-19	8.971601673374296e-13	9.638682740842341e-09	6.294443444367575e-17	1.0	1.3621814180103664e-12
G000318295.part_12_1	6.0	0.9999598264694214	9.952474261387678e-11	5.839806502955236e-12	1.0275744217258899e-18	1.469740995574398e-11	8.960418185210983e-09	4.1305652231926615e-09	0.9999598264694214	2.2159653773082358e-16	2.791051478823192e-08	1.572388100612443e-06	2.262169971345429e-07	3.831317008007318e-05	1.7974752797300653e-09	7.958630092843103e-15	5.198586006116557e-10
G000318295.part_113_9	6.0	0.9999985694885254	3.728603206553149e-20	3.889401430766746e-19	2.765846399132973e-20	1.438071938007074e-13	5.865119501095812e-17	1.1217212851258969e-15	0.9999985694885254	3.0888455649332984e-20	3.7538246155141384e-18	6.917635301390002e-12	9.935607891975451e-12	1.4128103202892817e-06	2.625503834479929e-19	1.798942800885219e-17	1.1514891992659652e-15
G000283915.part_1_36	10.0	0.9999442100524902	9.009737920455773e-17	9.738054898813198e-18	7.712596672426741e-10	1.3471316076540951e-11	1.9433698831487593e-14	1.306537988909895e-09	9.158581532053844e-11	8.569172038619399e-10	1.9806786440312862e-05	3.211909643141553e-05	0.9999442100524902	3.746391573838459e-15	5.206749219738337e-15	6.383624098077467e-13	3.791484914472676e-06
G000008665.part_1_100	13.0	1.0	3.811268421307067e-17	5.432286529711099e-22	1.8698464275670647e-19	7.23832411651977e-14	1.761078804486671e-13	9.266750507132965e-15	1.7606060235180403e-16	1.2789748840775686e-16	1.1969340521333753e-16	1.1757302080965085e-20	9.375073634076969e-11	4.422895827360662e-09	1.1886364559721835e-13	1.0	1.3512907189960986e-14
G000318295.part_70_7	6.0	0.9999998807907104	4.015672559253903e-16	2.73903588315745e-16	5.364520565821259e-20	7.636715695577556e-13	3.238801934979385e-11	3.1814581215794044e-14	0.9999998807907104	1.4534343691142366e-20	9.093584912855945e-11	1.0688862017715905e-09	1.5142909148835315e-08	8.342861690380232e-08	1.125141180650436e-15	6.380580077658437e-17	1.3082292410829255e-12
G001606005.part_1_53	1.0	0.9842308163642883	1.2801057089339984e-11	0.9842308163642883	3.111037665817166e-15	4.123242207192644e-14	0.015768015757203102	1.6957564241693035e-07	5.951854457284791e-15	3.4939113810526865e-16	2.054446673546706e-12	1.3888732830480421e-08	2.7842085970064545e-08	3.1964353297553316e-07	1.009797172095428e-13	6.079087597754551e-07	4.5316581162493236e-14
G000153405.part_1_41	8.0	0.9998947381973267	3.7194155563931576e-18	3.010102941073042e-23	2.540627679685991e-15	1.5284895390347733e-19	2.8380575088500505e-18	4.172718545384401e-19	1.964667377819034e-16	1.4234197249162438e-14	0.9998947381973267	0.0001052212028298527	3.25509730281226e-10	5.473664598833194e-13	5.615184892996895e-24	1.69332272442701e-20	4.370084356527436e-20
G000283915.part_1_69	10.0	0.9999998807907104	4.560255981427702e-17	1.0081117469957725e-16	1.969862745143658e-10	1.3993384088192146e-13	1.0342689161710328e-12	1.2395172177548375e-07	7.080875469300807e-11	2.8975174690137884e-11	7.64085072990639e-10	8.09334999019029e-09	0.9999998807907104	4.463506453333821e-09	7.245171700271964e-15	3.622259318934815e-15	1.1630660627301448e-12
G001606005.part_1_300	1.0	0.9993612170219421	1.4660260549029912e-18	0.9993612170219421	1.1298668436376168e-17	2.2716380363812753e-19	0.0006388129550032318	2.271719921551063e-12	1.4266022133184076e-18	2.3226081302449686e-20	9.035179881536684e-23	5.837466787043716e-16	1.1341765373470794e-17	1.1647105534803165e-13	9.115754593828549e-20	2.2513097289178496e-11	1.8819571251487137e-16
G000318295.part_90_1	6.0	0.9999886751174927	1.3575197823495477e-13	1.382636426387872e-18	9.988508851477157e-19	1.8140831447698708e-13	9.381167294131602e-16	1.9863143248255444e-12	0.9999886751174927	4.4214558798701265e-23	3.32958927627431e-14	5.0078080571225314e-11	2.203748488761089e-14	1.1317146345390938e-05	8.531680465959326e-17	2.4556911510470938e-20	6.165076367031222e-16
G000153405.part_1_234	8.0	0.9969519376754761	5.089626636811673e-12	3.4126980192342606e-18	1.121858517194596e-07	1.2469980603668773e-08	7.070959373578489e-10	2.184354570999858e-06	3.4575304397321815e-08	1.7245916978936293e-06	0.9969519376754761	0.001318827853538096	0.0016227924497798085	0.00010228934843325987	1.0250899955266402e-11	1.6222079235461706e-10	9.204613071744916e-09
G000017265.part_1_181	7.0	1.0	5.198622947690414e-26	5.465111867538816e-20	2.6152007465222604e-32	2.603052005353546e-29	7.173421233375946e-15	2.112495414163703e-18	3.0649521538509805e-25	1.0	3.9084101223223386e-26	1.0175274251650324e-12	3.5092241612577624e-13	2.8139154485793023e-14	9.978672820972029e-36	3.516543565803875e-19	9.551676217553975e-17
G000008665.part_1_221	13.0	0.9977110624313354	1.6455250317903847e-07	6.567345408811653e-13	1.774555363764918e-10	1.1872001159929368e-09	1.4170710528560448e-05	4.96860756982187e-08	2.7073842829850037e-06	2.2646111652591117e-09	7.528020873337482e-09	2.572801780648115e-12	2.43814974965062e-05	0.00020978605607524514	3.26714264531347e-08	0.9977110624313354	0.002037681872025132
G000008665.part_1_72	13.0	1.0	1.0628860382927426e-18	1.2892954842314948e-17	1.0198772993309308e-18	4.5420272903017034e-13	2.614095138270267e-12	4.080015839069695e-12	9.114048491604132e-13	4.1156935173293496e-13	1.1803388238120914e-16	1.6151968700796297e-17	6.400058434608002e-13	1.4314474938714739e-08	1.394482411284253e-15	1.0	3.674189771873948e-11
G000017265.part_1_4	7.0	0.9964038133621216	1.5177210499909135e-22	1.2316641004872508e-06	7.299608156590489e-28	2.215410937279491e-28	0.0026330286636948586	8.211622315457134e-08	3.4730961626234684e-19	0.9964038133621216	4.600418291089082e-20	0.0006701808888465166	0.0002916359808295965	1.0757865431809677e-10	2.7256125446414657e-30	1.8833656880004384e-15	1.9479680368750252e-10
G000008665.part_1_20	13.0	1.0	1.1458880086137889e-17	2.115225630404185e-21	4.1078604488595087e-16	3.762784181460255e-11	1.1749509351566267e-11	1.6296042293362234e-10	2.6549927620994618e-12	2.759582731935912e-15	2.0687545583212357e-17	4.061189007912052e-19	3.0902388287179505e-11	1.8342483087963046e-10	1.599752058084505e-15	1.0	4.2396732825855654e-12
G000318295.part_13_2	6.0	1.0	1.0566272249518116e-12	6.780291219698597e-16	5.293776590167515e-20	9.387655990024044e-14	2.4449542390669876e-10	1.4704754544548303e-15	1.0	8.568033073817441e-20	2.7117052533835468e-15	1.8897458251010413e-11	2.9208973022394613e-13	2.748557111076355e-11	5.9138193474195244e-12	1.013230696313914e-18	2.5651713825985967e-13
G001606005.part_1_133	1.0	0.9985750913619995	1.1099694229607486e-14	0.9985750913619995	2.4797842442935304e-17	1.0855341814258986e-17	5.8407182223163545e-05	1.468892507627828e-10	5.3526700273990036e-18	1.2991831825137685e-19	5.278985671787841e-16	8.44767544805336e-09	3.8062712981457025e-09	4.955265831085853e-05	3.27533749362903e-14	0.0013169600861147046	1.912934394221466e-10
G000318295.part_122_9	6.0	0.9999992847442627	2.0151348645303102e-10	9.192904819538619e-14	2.0664278646942465e-17	7.325848261352519e-12	6.971422137486138e-13	1.0957143525835988e-10	0.9999992847442627	5.383419057878682e-21	3.14361946575966e-14	1.8342781515912066e-08	3.0005498086183024e-10	7.093542535585584e-07	9.021287189492355e-11	3.9640474062963005e-12	1.601890425861896e-10
G000153405.part_1_323	8.0	1.0	2.5877351372763147e-22	6.498273134976549e-22	1.3624017469737737e-09	7.820342646841418e-15	7.397481512017647e-17	2.388986462809311e-14	4.771620149397457e-17	4.695296885667832e-13	1.0	1.3621046192271048e-14	2.5924504765129086e-09	2.407829491346547e-10	1.7492876724870095e-21	4.280725068929098e-19	4.573479182173878e-13
G000017265.part_1_414	7.0	1.0	5.792388690288954e-25	3.674372676907501e-18	8.373137897255761e-26	3.9061912045073716e-25	5.857358868766038e-14	1.0655625687361336e-12	1.5318466774002139e-18	1.0	1.4437757753047156e-19	1.461649811601573e-12	4.451768814695001e-11	6.215759515166425e-14	1.5302720875953754e-30	3.7522843820525075e-15	1.9242708793675677e-18
G000318295.part_7_1	6.0	0.9999796152114868	3.505362504169912e-14	5.279702564409323e-19	2.688065048328525e-10	1.311688083660556e-05	3.328416372811588e-13	3.6953245503715607e-14	0.9999796152114868	3.124143999055917e-11	7.982985678208453e-15	5.8045393341312704e-15	6.081894099452256e-09	8.813834995180514e-08	2.1752350370333493e-17	1.3093043630622164e-13	7.202622327895369e-06
G000318295.part_8_8	6.0	0.9998028874397278	1.0149557409799836e-11	7.564782544238526e-20	1.8087809820680738e-19	3.047006548982656e-13	1.181533898497733e-10	9.22345706755312e-12	0.9998028874397278	1.6524096818341517e-24	3.051573750634251e-12	2.4081474592207996e-09	1.6126469404298405e-07	0.00019698480900842696	1.1061721064955718e-13	1.0525428761258646e-14	1.633941515422066e-08
G900089075.part_9_46	6.0	0.9982832670211792	9.70115188181353e-09	1.0101624766268018e-18	6.323473371594446e-06	9.581384574630647e-09	3.8179667760651625e-11	4.094546000033006e-07	0.9982832670211792	9.163771130804577e-11	8.383010197121621e-08	2.072052246579123e-13	2.2833011925627034e-08	0.0016572937602177262	2.9865102533221943e-06	4.029023159546341e-08	4.96133288834244e-05
G001606005.part_1_147	1.0	0.9999548196792603	1.18764712996012e-15	0.9999548196792603	3.759573272617198e-17	2.860382079607091e-18	4.514132160693407e-05	1.3153135027812405e-14	2.8790233184940095e-19	1.4066792622082413e-16	1.3373956439406624e-18	8.258794005394556e-15	1.6451050591226313e-12	7.747745994031094e-14	1.093632204134484e-22	1.0153057949935373e-08	7.33551542709783e-18
G000017265.part_1_18	7.0	1.0	1.95982842993139e-27	8.481346691121597e-18	3.5078107774330044e-25	1.018604606804479e-28	5.088585802726087e-13	6.014978654619187e-18	6.875499123536976e-28	1.0	1.5326646023558865e-26	3.9507570825936256e-11	1.7297865613843943e-12	7.217136333004248e-10	1.2599687700952419e-37	1.3106978726826305e-18	3.009024405781647e-15
G000017265.part_2_16	7.0	0.9999998807907104	1.6019990048002002e-23	7.764883350528786e-20	9.822519433989312e-26	3.2084664135904118e-25	4.337342056000992e-16	9.705456538053096e-18	2.033978003904062e-26	0.9999998807907104	3.9711087807110857e-19	1.0807899997189452e-07	1.6835491334354913e-12	3.529429081893659e-13	2.631064957321212e-29	5.4403883954571894e-17	7.724618912496089e-19
G900089075.part_9_19	6.0	0.9999996423721313	5.901483101977472e-15	2.89239663180049e-20	2.0720199836824943e-21	5.44861444851108e-09	9.723297861308211e-11	4.501307146980013e-15	0.9999996423721313	3.680585630488387e-19	1.8201400564521464e-07	1.9076892843195026e-12	2.4927903491400727e-11	1.9544187068731844e-07	1.838666073778264e-13	2.1334013860520827e-14	8.048660404824659e-09
G000017265.part_1_47	7.0	1.0	1.7504406968296295e-23	2.411438765421354e-20	2.407920648119783e-33	5.6010056390692266e-30	6.642059948921974e-13	3.64428894520956e-19	1.2444508039594899e-27	1.0	1.2663177355108648e-25	4.850876034949263e-14	4.5768410762703216e-12	2.0204142178736895e-11	2.2686665019307752e-35	1.0312048456351079e-14	2.523293779077697e-20
G000017265.part_1_15	7.0	1.0	2.4271437566834697e-22	4.811452919298385e-15	2.537457383304893e-25	7.291298365918741e-25	9.995100233584076e-12	4.981373996561407e-14	3.9426159693374335e-24	1.0	1.660792554368655e-20	3.8808359303921236e-11	2.0551648924338473e-11	5.19655374286998e-10	3.4382758371721194e-30	1.0713354032035327e-13	3.245233649861675e-18
G000017265.part_1_165	7.0	0.9999988079071045	8.977440948121733e-20	1.3313484366750169e-18	1.9708681552710108e-23	1.324901356649552e-22	1.0933177280181283e-10	1.8569708284629262e-14	6.3435321992923124e-21	0.9999988079071045	9.193121509903328e-24	1.0644279029545415e-18	3.698176747474191e-12	1.1931097105843946e-06	1.2296950990975726e-26	2.302927694014742e-18	4.1039897729883525e-17
G000017265.part_1_309	7.0	1.0	1.7976073845503904e-22	4.874694262612875e-14	4.399573668482378e-20	1.4784883580117151e-18	5.222195939569296e-11	1.4893779543001529e-09	4.041869687717993e-19	1.0	2.7756846165049795e-14	1.1413686662464784e-09	2.8699478349381025e-09	2.9478603585930685e-11	6.068244276944332e-24	2.1706669393797146e-14	6.449796073745503e-14
G000018945.part_1_34	14.0	1.0	1.7939547694426262e-16	1.0235617762231905e-23	6.318184189692337e-18	1.2526141148633263e-12	6.02699676173897e-16	2.4695279458517017e-13	1.3946878275273102e-18	3.6231383505368856e-18	1.5305398312940536e-16	5.682928297610547e-19	2.1760478141619188e-10	5.231317809495373e-11	9.584357369167226e-14	7.992493472608331e-11	1.0
G001606005.part_1_188	1.0	1.0	8.319066895958038e-21	1.0	2.4076830462003457e-17	4.057207167238375e-20	1.2923691450339447e-08	9.453645331836125e-12	2.4643434279426558e-20	9.698664409409406e-22	6.304319980881458e-17	1.3105378132341015e-18	3.690733699560078e-13	1.095178895488269e-11	2.9385647095637655e-18	1.5331265770801572e-11	3.504508160269532e-17
G000318295.part_108_3	6.0	0.9999665021896362	6.7136704182124696e-12	6.028270872933394e-13	1.9485586375770497e-14	1.6271156297320566e-11	1.4336894171851355e-10	1.2604338683885885e-09	0.9999665021896362	1.0431080878080538e-17	5.936923175298148e-11	1.992130016503779e-09	5.4484585731984225e-09	3.3472075301688164e-05	6.083566810033414e-12	8.271472563955648e-14	1.5331808045360162e-09
G000017265.part_1_356	7.0	0.9999796152114868	5.754390498680535e-20	2.6496013716403866e-11	1.4984075656636137e-24	7.811562609970896e-26	4.764622724140466e-11	1.3252093040007178e-15	4.527952745785462e-21	0.9999796152114868	3.7747207307269825e-24	1.414308559155586e-09	4.333314151949708e-09	2.037698322965298e-05	1.0243270703503272e-31	3.186357106036439e-15	1.5455849152064792e-14
G000318295.part_46_10	6.0	0.9997594952583313	1.884657658884556e-13	1.3376680998636445e-15	6.979234377415806e-16	9.141232929844086e-15	3.007940077570659e-11	4.1422409206185197e-17	0.9997594952583313	4.6889883320607705e-20	1.1878348971094965e-08	5.57968393710695e-10	5.119292142974352e-12	0.00024047892657108605	1.1722905979283382e-09	7.270576785928741e-18	2.6934203565393e-12
G000017265.part_1_403	7.0	1.0	7.009207772891032e-28	2.705768529737188e-19	1.0208218336529549e-28	3.600237141540279e-27	1.3944884675698259e-14	5.388386964947549e-15	1.2566753013118834e-23	1.0	5.588262884681784e-23	2.4665974236124386e-15	1.4924887226704792e-13	5.639154074255082e-12	4.92816966525591e-36	1.2557931804979945e-16	7.194967217589687e-21
G000008665.part_1_182	13.0	0.9857548475265503	7.39134719141693e-13	2.2535358995545707e-14	9.366927233855904e-10	1.4012623061887552e-08	9.223374945577234e-05	0.008009442128241062	1.4456940852780598e-11	1.73407436413614e-12	3.4739565824698504e-12	1.1427778211572925e-13	4.188370539282005e-08	0.006142370402812958	8.496334658047999e-08	0.9857548475265503	9.363896538161498e-07
G000283915.part_1_84	10.0	0.9999996423721313	8.562818191193783e-17	1.2855568036386352e-19	3.2138824934691e-09	5.51272250071122e-10	2.3066713469854783e-12	1.0409007877854037e-08	6.09607362419412e-13	1.1151461698499787e-12	9.814102419625215e-09	3.121813137857421e-12	0.9999996423721313	3.1240198009865536e-14	3.880843563175418e-11	3.4094727179488244e-17	3.604465064199758e-07
G000318295.part_13_4	6.0	0.9999998807907104	5.795531774011931e-16	1.997772041873407e-21	3.21175067733909e-16	8.340086907246324e-17	7.759235387155668e-18	1.0701462536488824e-14	0.9999998807907104	1.6688475709466946e-25	1.9057523734040368e-18	6.235104815945471e-17	3.742586955949277e-14	1.4620118804486992e-07	1.8528719989734712e-16	4.276339140186431e-17	1.408167181459212e-15
G001606005.part_1_124	1.0	1.0	4.1450957535569875e-20	1.0	3.840813800840242e-22	3.792622098813673e-22	2.171993473965017e-09	1.4414376976045462e-18	1.0249229847452306e-20	3.6200187963259e-24	7.403264827988373e-18	4.160026031707349e-16	6.123937035574264e-17	4.593601120844817e-18	1.247809372484195e-23	3.7686856002275983e-20	1.3235198959602384e-18
G000008665.part_1_26	13.0	1.0	9.140795548169032e-19	1.274077131118952e-22	1.0226242834271581e-17	7.073534873070983e-14	7.268251755662702e-13	6.793897475848576e-12	4.2156577707841425e-13	4.395837125634414e-18	2.127245285256442e-18	3.3683324455739204e-20	5.959124860233089e-11	5.587162134855495e-13	2.191620671022302e-15	1.0	1.039767095123087e-13
G000153405.part_1_107	9.0	0.8206867575645447	6.996687358945083e-18	5.264204946858254e-16	8.346150918818462e-13	2.070159026298056e-14	4.4180618500666916e-14	2.8747505406972323e-14	1.282202637953521e-18	1.9188297528671683e-07	0.1793130338191986	0.8206867575645447	1.4390578506606744e-08	3.6395144675793745e-09	5.3729255299308346e-17	4.4992991971026797e-11	5.546789694221843e-10
G000318295.part_122_10	6.0	1.0	5.456751417636917e-15	2.968704275953054e-18	1.6916424128335659e-22	5.947201705305523e-15	1.2407427549840453e-14	3.5476365633146587e-14	1.0	2.1543654195373792e-26	8.649096834852208e-16	2.262634524186069e-12	5.020960589571105e-14	3.498710210436684e-10	1.0457141865023511e-16	9.417833844949526e-19	1.7048138616949926e-13
G000153405.part_1_223	8.0	0.9962611794471741	8.321730755661214e-14	3.1221969860840623e-14	2.124202236416876e-20	8.897846903721529e-09	8.392135456610633e-14	2.7919190397074356e-12	1.0626576523028661e-13	7.481049807411821e-11	0.9962611794471741	0.0037387621123343706	5.803668656767513e-10	2.1512448072913415e-11	1.7530932383225887e-16	9.585040317006133e-09	3.7777147675246286e-14
G000153405.part_1_158	8.0	0.5511192083358765	1.1981510076621016e-13	3.27114099696324e-11	0.3291098177433014	0.0002125137543771416	0.0107266278937459	0.02203723043203354	2.7104313630843535e-05	0.043158940970897675	0.5511192083358765	0.043504949659109116	3.237675264244899e-05	3.2155749174478387e-09	8.076578988935879e-11	4.1561193597772217e-07	7.070896390359849e-05
G000017265.part_1_196	7.0	1.0	8.3572831489155e-25	7.841242885232254e-25	2.3378487906922133e-31	5.85808192777485e-30	6.954170275459858e-17	9.39823354184114e-20	1.1335064447106328e-24	1.0	5.239933066476751e-27	2.91211363833907e-13	6.353574549717602e-16	3.1739396267466136e-12	1.0648018614895701e-39	2.653343114983284e-19	1.6017606110346425e-23
G000008665.part_1_79	13.0	0.7190409302711487	1.521528459526452e-16	2.368045759482129e-10	2.6417718923879563e-13	9.43595157565369e-09	0.003317430382594466	0.0004328228533267975	3.7449390219990164e-05	3.798802418464309e-12	8.180407046198823e-11	1.9411398877178243e-10	0.004863298498094082	0.2723079323768616	1.5025959643200082e-11	0.7190409302711487	1.4673042869617348e-07
G000017265.part_1_341	7.0	1.0	9.994652704553547e-25	3.5731340934359245e-19	3.436641718716228e-27	4.548770673844857e-25	8.278376983618602e-16	3.58861813488519e-15	3.6186040178375084e-20	1.0	8.285630898505452e-19	8.385495395930517e-14	5.378981087584764e-15	3.8756541378970333e-13	1.1840863916807529e-31	5.213456771077248e-19	1.867288268125168e-18
G000237805.part_1_142	14.0	0.9993492960929871	3.967495221246509e-09	2.00423535545724e-08	1.0730907717970695e-08	6.984316458513717e-10	6.99457158859218e-09	3.776363155338913e-05	2.2768121214231465e-16	2.7827694575738304e-12	7.084100667187343e-12	4.445575143563474e-07	1.2428196782821033e-07	0.00017866735288407654	4.091873506695265e-10	0.0004336094716563821	0.9993492960929871
G000018945.part_1_23	14.0	0.9999949932098389	6.789479409593938e-16	2.2972339534850563e-25	2.3846124826078742e-17	4.995402203461981e-20	4.319126707761495e-14	1.5520181516166993e-15	9.116966607296396e-21	8.588096727315826e-19	4.030509085787613e-18	2.3975713732575867e-19	1.983292641227763e-09	3.0779534476721437e-09	1.89956964003965e-13	4.977438493369846e-06	0.9999949932098389
G001606005.part_1_363	1.0	0.9946742057800293	7.655111929820522e-15	0.9946742057800293	1.200440570011661e-17	1.937024673169337e-20	0.00532578257843852	7.198730543958587e-13	3.996720329407986e-17	2.8177444345475858e-18	2.1955512546221417e-17	5.185419368197719e-12	7.71060298943027e-12	1.5451730877875242e-13	2.951202788552657e-18	2.391536524370963e-09	7.001336775732121e-17
G900089075.part_8_115	6.0	0.9999990463256836	5.561424584743513e-12	1.5512352946500893e-17	8.746844966360946e-16	7.765840748241715e-10	3.879633159870055e-13	1.6803731800116295e-12	0.9999990463256836	3.1464491487265527e-15	1.3869262682764116e-10	5.224661306889311e-13	9.690118749994345e-15	9.552662731948658e-07	2.497142033083821e-13	1.142843849069597e-12	6.955942072339738e-11
G000008665.part_1_242	13.0	1.0	3.640390112110353e-16	2.613427548098458e-23	6.449048133065166e-17	6.327124154464903e-13	1.1150723573660759e-11	5.491824703329762e-11	3.3164214503070603e-16	6.716599371323198e-17	1.5488838325375298e-22	1.2200833902035317e-19	4.14010319083058e-12	4.401608244553046e-11	2.8529747847551583e-16	1.0	4.5582278457387965e-14
G000018945.part_1_4	11.0	0.8707160949707031	3.2867363865771452e-16	9.827956196507911e-18	3.590862416441576e-12	1.1259783668396786e-15	6.56916299135446e-09	3.699136483237275e-12	1.2059161747945171e-17	8.479910712040554e-21	1.6322791216660694e-18	2.2831751379748586e-19	2.7109006168757332e-06	0.8707160949707031	3.923937130084765e-12	1.0627135793583875e-07	0.12928104400634766
G000017265.part_1_209	7.0	1.0	5.398028742121852e-25	2.1358068091892335e-11	7.727837227573813e-25	4.871442322425591e-21	2.6001742425840746e-10	5.7698804067918275e-11	2.122111666665619e-21	1.0	3.2149174222504697e-21	6.538302017855546e-12	1.604958435033263e-13	1.5929487728882918e-09	4.347714250923078e-30	1.3233856420652793e-15	1.140597382095415e-18
G000018945.part_1_106	14.0	0.9996823072433472	1.974546082195161e-10	2.1958532970353516e-24	5.745540418860575e-16	2.183509271761158e-15	7.916107683638221e-14	2.121762052213977e-15	2.0344508458211423e-19	1.0123140541794089e-20	2.5183468591732927e-12	9.961611212703617e-18	2.867243387161267e-10	2.5882387490128167e-05	3.875576595757657e-11	0.0002917717501986772	0.9996823072433472
