genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G001870225	14.0	0.9997414946556091	1.277938425209117e-35	5.108075854659555e-12	1.0131387897068427e-42	2.934032771177853e-30	0.0002585265028756112	2.5227707428502125e-15	1.6061587467651105e-32	2.699789242011031e-26	1.2371194334130027e-19	4.856046554452265e-12	1.6665229580440505e-13	6.131836705058902e-10	2.1442889130973697e-11	6.553821733837167e-27	0.9997414946556091
G000192965	8.0	1.0	1.1514508006553142e-28	5.30054993962079e-26	3.441350686570628e-35	3.0541453246722755e-32	3.1287389349130823e-20	2.402027771100781e-28	0.0	5.551277753296559e-21	1.0	2.8169936854236327e-17	3.9250886633147804e-24	2.2548922322371853e-16	9.181415602930753e-24	2.7465449900766415e-43	4.699909669695968e-36
G900112605	10.0	0.7013428807258606	7.872296986411958e-24	4.836060480024884e-13	3.8883587631422745e-21	1.821078815821628e-17	1.38350808587262e-09	1.973614719189779e-15	2.3252950147012507e-27	1.2482676470275868e-21	1.2604156245796185e-15	0.29860302805900574	0.7013428807258606	5.4093852668302134e-05	1.1472003797719775e-24	6.338541303090614e-16	1.4345956537807682e-20
G000010585	2.0	1.0	2.495426027452514e-37	1.591987611352971e-33	1.0	1.533121155929005e-18	1.7700167459361674e-20	8.629068867869322e-14	1.528458478487198e-29	1.70216200553332e-21	9.070085709225192e-17	2.7268624835405354e-21	1.063857438127822e-22	1.7906743700443288e-22	2.2542323886509908e-29	3.737353178507568e-24	5.657808008745028e-29
G000012725	7.0	1.0	1.5990862086792355e-31	2.8463515719726874e-33	1.946403566947171e-42	8.0578524030223e-30	2.1449885319428323e-22	5.436521323421439e-35	7.875297369505472e-43	1.0	4.3508668327324355e-30	2.5176646164859267e-16	2.328712526630805e-12	1.3708360122553761e-25	9.80908925027372e-45	2.7254731001547315e-33	7.940677621499565e-30
G000684975	9.0	1.0	8.399778785434684e-28	7.307461497050592e-29	1.0395953047132953e-40	1.0075335958495435e-42	7.449270959297347e-18	2.714628108527947e-27	9.252228578542524e-31	1.0569112341461139e-16	2.2435094233217176e-36	1.0	1.7038953942241316e-15	3.58434564775968e-17	2.163002270577858e-40	1.2126487146170271e-36	3.7595953258936846e-28
G900129845	7.0	1.0	3.620225155315414e-39	3.573321307901879e-36	5.027270344642427e-40	2.691310867168087e-30	4.9173240235737845e-25	1.4501801973025933e-32	0.0	1.0	2.517558837243665e-31	6.317262187690591e-35	3.586921758394118e-22	2.5351539526008797e-33	5.271078340814602e-38	6.647743355669031e-34	5.6423644350813335e-33
G001190755	10.0	1.0	6.544203958243328e-41	7.806633744753556e-42	0.0	5.213068016384187e-23	2.6571604972153294e-35	6.384277327260836e-33	1.543927806828115e-38	8.396696986266536e-37	7.048601340477046e-40	1.0545968661867676e-36	1.0	8.102230649310554e-39	4.427511521189242e-32	1.7263997080481746e-42	4.3125880119170554e-34
G000433035	5.0	1.0	2.627148140496232e-33	3.765181185314492e-34	2.1216098249121534e-21	3.555390552308779e-19	5.862283501985527e-23	1.0	3.103254340345633e-20	1.7866100981402076e-27	4.551943457328436e-34	3.485577188475371e-39	5.990853566931386e-22	2.6143707052663595e-26	3.063419298504523e-26	9.474279425133149e-23	1.3226811153355272e-27
G001769835	10.0	1.0	3.44161396430287e-12	1.9500050310377812e-14	5.10665852943588e-25	5.395059019777365e-27	2.7392449944163035e-16	5.439996576544635e-16	3.906791350162541e-23	7.952809253736743e-21	2.8091720640746783e-16	9.802645296944401e-18	1.0	2.5410968901989905e-12	1.5215717564861584e-20	1.960240078672006e-19	6.034528887872981e-13
G001420915	8.0	1.0	0.0	1.0652500018733568e-30	1.6715485587654773e-33	2.0290832591989566e-38	1.2758977732774336e-27	8.332658682425331e-29	0.0	4.745131821288752e-34	1.0	2.219964490013382e-11	2.4557573165410476e-27	1.04488748386604e-26	9.171705181247693e-27	1.2611686178923354e-44	1.0218534979329343e-22
G001791035	0.0	1.0	1.0	1.7080829869761946e-19	3.7568150864088693e-35	1.4222378267647477e-27	5.76318234786831e-26	9.795064979075842e-24	2.868756106252989e-23	1.3869195456655913e-27	1.574431692189077e-39	4.60241789926151e-28	4.5396488857765055e-19	6.063491288926803e-12	3.655339174250295e-14	6.010750319234788e-28	6.443043013807991e-26
G000429045	7.0	1.0	1.3463279346368328e-33	2.0566688482856457e-24	5.145988350540026e-41	9.588538884973637e-40	2.2499894742483706e-13	2.9661083369462546e-28	4.187250769815201e-39	1.0	3.923781316768083e-34	7.286834709848561e-14	1.6530855934874904e-15	2.2464348610628966e-24	0.0	2.4063149595707584e-32	6.610388125937267e-28
G001818445	0.0	1.0	1.0	2.943424042400386e-32	1.3532481984498182e-33	2.382207389352189e-44	1.0983488570424045e-36	5.088470532701162e-35	0.0	5.197320848573115e-31	3.379459938628674e-38	8.534308473805625e-34	1.5266454524242184e-30	4.155651713652431e-37	8.660663408374028e-21	0.0	6.0473401583408e-36
G001821935	0.0	1.0	1.0	5.380229931786372e-16	6.8961298353237875e-25	4.4037655831522075e-30	3.3680480214589986e-21	3.0388176357952676e-24	4.0598578575779644e-26	1.6462714754556756e-21	1.0322799131158437e-28	2.209583223875497e-24	7.252866384734047e-13	2.2104836431170408e-18	3.0290680987782315e-12	5.83222287266241e-28	2.075923691331202e-18
G001889965	0.0	1.0	1.0	7.60495242006301e-25	0.0	2.2877598728566963e-41	5.233644314616455e-33	1.9085685084104009e-41	3.275463279353234e-36	8.842734995823965e-37	4.322013643129319e-39	5.36575672880583e-32	1.0873734984392224e-26	2.5954853200054385e-30	7.438667227627453e-21	1.4901582091610824e-33	3.852222822655288e-33
G002007645	11.0	0.9999998807907104	2.3152948713530224e-18	2.1198709833965962e-13	9.121461520858519e-27	2.6259778795889588e-09	9.400301344893603e-15	1.1306372504904516e-12	2.7865525400800716e-26	1.983199532262672e-15	1.2908075902435764e-15	8.515414434842323e-19	9.382601007246194e-08	0.9999998807907104	2.196661499616684e-13	2.651585839785753e-09	2.5038559889182556e-14
G000336915	13.0	1.0	5.743441543505109e-22	1.63895027608352e-39	0.0	4.162276828584004e-41	1.8694483461256794e-10	6.195621596048894e-34	1.5141379724936205e-34	3.9628720571105827e-42	2.155763518214971e-33	2.9002294957860588e-28	8.695672440433839e-32	2.009886364057103e-15	8.155654009085926e-33	1.0	1.1631602008397962e-33
G001792495	12.0	1.0	2.3924538394522684e-20	3.572646022637955e-25	1.113144249663712e-31	4.939616647272627e-27	2.2808683380416014e-19	1.1531938491070073e-24	1.8490317370637876e-30	3.307093809895427e-26	4.035726600899866e-32	9.380482535381081e-32	2.4211804731109782e-21	1.3327668859894228e-17	1.0	1.7918399840153505e-25	1.1130853607121656e-15
G001044505	10.0	0.9999978542327881	3.662843102657492e-17	5.549791634145698e-15	3.301502479663166e-23	2.3317999783465686e-17	1.1449017948972351e-11	2.9795341194294167e-10	5.469309524804187e-18	9.021584766292075e-21	3.149011592648777e-27	5.4346406389883806e-14	0.9999978542327881	8.879156325747317e-07	7.864038196678247e-14	3.421616559962787e-13	1.2666898783209035e-06
G900113925	9.0	1.0	3.3087991669351434e-25	2.1184326516443185e-20	5.1684656581004294e-27	2.5432485102029196e-28	4.6363192012779594e-14	6.562197475000062e-21	1.3017946360497777e-31	4.0161281372480725e-18	1.37733221756384e-15	1.0	1.0024022949450253e-15	3.906104877059619e-16	6.624841260271574e-24	8.02654976313513e-25	1.1883006876885436e-21
G000013125	10.0	1.0	6.818238399795557e-23	3.52296520671355e-17	8.341074966062398e-39	1.2651543834902572e-17	1.5211287658544663e-15	2.3644209211373936e-18	2.4988159982172507e-23	3.1574733354746266e-16	1.4705540167606881e-15	1.865471319084655e-12	1.0	4.628528463279658e-13	3.447546385706762e-16	3.745805850555433e-15	1.0458168561599812e-18
G001983935	11.0	0.9999939203262329	3.477598511140459e-22	6.698973990523175e-23	9.928146380251865e-19	1.7280630479767889e-22	1.6167883004625239e-12	3.54696672965997e-14	8.197234623820769e-32	1.1074971294986462e-18	3.2420289453734915e-18	1.2918600075047162e-14	6.032697910995921e-06	0.9999939203262329	6.654735680700339e-22	2.0157130242919264e-16	1.7715044755042837e-18
G000492175	3.0	1.0	1.0650839468393823e-29	4.835277992474657e-31	5.607573329354018e-36	1.0	4.444059249438083e-25	6.185133816675013e-20	6.909276399882473e-38	1.3289207010396355e-29	1.3909314249303114e-33	5.793742489309873e-38	3.933589586201623e-23	4.777494589172648e-13	2.616426713661771e-33	8.585515399937911e-25	1.6396423215874985e-19
G001005215	9.0	1.0	2.578745104167602e-39	9.803366157891658e-31	1.1492117077311221e-30	7.585169761675295e-31	6.56812111311442e-17	1.6029525798624314e-23	1.082700206878777e-34	5.74667782529006e-17	1.2794163285277501e-20	1.0	4.0178975492797445e-22	4.3182399779674704e-24	1.6346146586348991e-40	3.718869912216226e-29	2.1948723484997093e-25
G001794055	0.0	1.0	1.0	3.480833361500063e-24	4.8351465134315176e-32	6.664355901012333e-32	4.4807990458706444e-23	2.0723910485900858e-29	9.666579043433816e-27	3.094658568610079e-21	7.95344614814426e-36	1.8398887930101428e-26	5.848702472641242e-23	1.3627912261193826e-17	3.6011832079720085e-13	1.1743286653530426e-25	9.008413692183016e-21
G001429705	1.0	1.0	3.5986866450224196e-34	1.0	1.1537248612524059e-34	0.0	5.409865497028432e-16	2.157739876830051e-24	1.8993611389513063e-30	1.2909195206757865e-32	7.017562579492251e-41	4.558619602246541e-25	5.86581912563151e-30	3.508038314500354e-25	1.2100366382275871e-39	2.456624403790229e-23	2.5713434947491545e-28
G000220545	8.0	1.0	4.502301900952421e-40	6.42933674817277e-28	2.2358396168431758e-34	3.93977865841851e-37	2.907260911907806e-22	1.9646574681553477e-26	0.0	1.4880076113895263e-30	1.0	2.6609872978190398e-18	4.933057483563792e-22	7.931526468508075e-32	6.842040633245455e-34	1.1015640213502198e-34	6.447546053722122e-25
G001617605	2.0	1.0	4.8616477396972184e-33	8.258060579004069e-32	1.0	4.6223788997916596e-17	7.589343749979599e-22	1.1411443350591716e-13	4.166067173998986e-28	4.3214928269774875e-21	2.5389057789195694e-28	1.6380635165763703e-23	2.2036118719199486e-27	1.1049399006349385e-18	7.614398477200398e-22	1.139828376005074e-24	8.719358471498366e-24
G001001285	0.0	1.0	1.0	2.5156990453134324e-29	2.1019476964872256e-44	6.08774667803232e-38	2.789065823738401e-31	7.984598649722808e-42	6.247002566944678e-40	4.858056251807151e-31	1.0439673559219887e-42	2.099145099558576e-42	6.24586792207722e-31	1.8593440492006575e-23	8.120393741103966e-24	1.4371282647591383e-39	2.227802633396909e-34
G000423645	7.0	1.0	0.0	5.14963172654727e-40	0.0	5.559259293638701e-40	7.106257188348027e-30	0.0	0.0	1.0	0.0	3.913473633118487e-23	3.6297663942339243e-32	1.1136953067216982e-33	0.0	0.0	3.965674654039232e-43
G000165465	5.0	1.0	4.4011078609546593e-32	5.030826649909088e-32	4.3226084472790954e-16	2.9878532139045917e-22	4.002586428063452e-21	1.0	3.513108552338687e-28	2.183574282615134e-24	1.2921105076748107e-34	6.444441238947616e-27	1.1876402033564656e-19	1.8389161805155973e-23	5.438996754120308e-25	3.978418138024001e-26	5.730409912337163e-18
G001000675	0.0	1.0	1.0	8.893869934407918e-18	7.684272384082982e-25	1.1302456303196202e-18	4.9369442561841836e-11	1.8486702523339468e-17	3.4318460225686414e-20	2.449322532414683e-18	4.1843047608268545e-20	9.059020679607192e-17	1.1698786470809575e-12	2.1747831129275558e-13	1.6765699939469414e-08	2.2214390299448462e-18	6.192984514456475e-16
G000161935	2.0	1.0	4.203895392974451e-45	8.887703280115473e-39	1.0	3.0450215629778275e-41	3.816986497868627e-32	2.1647168703315787e-22	2.7325320054333933e-43	5.4699897655454795e-36	2.70292256888221e-40	1.852180818725356e-37	0.0	6.125971017282479e-39	1.4283262606892056e-36	5.774678103962426e-38	1.5855692123835305e-40
G001830805	10.0	1.0	9.80908925027372e-45	1.4866152875548032e-33	0.0	9.546122140248105e-28	2.7965084074459146e-34	1.627355113962344e-33	1.4284911556273461e-34	6.970033898698668e-37	3.28164502793485e-34	6.613300654873068e-32	1.0	4.354025899509027e-28	2.025950841294611e-23	1.7728016013834781e-34	1.879411213066439e-30
G001313205	2.0	1.0	1.7353680182198535e-40	1.2282673703662955e-30	1.0	1.4523743359990538e-37	7.56108420216141e-29	3.015045208729179e-30	1.401298464324817e-45	1.920929485458386e-30	3.1302855027086525e-31	1.4425488512428566e-33	1.0509738482436128e-42	2.3205105667684013e-34	1.0715824869195205e-32	5.035741979537052e-32	3.643576179927556e-36
G900089075	6.0	1.0	1.0616870285375046e-32	2.5025948461882455e-37	2.0390152423245516e-38	2.20905859439567e-26	2.9976752916997336e-27	3.2356798560056385e-32	1.0	5.971337916760474e-32	5.596862256581448e-30	7.823825912844211e-32	1.466329520729854e-31	3.1313722799027814e-16	8.982483026434834e-26	1.1454998374531077e-39	1.3620237624540596e-22
G000724145	13.0	1.0	4.2556142028048956e-36	3.4465600160601044e-31	1.5867924773353133e-32	2.83083607509939e-32	2.785059080713962e-30	1.634146141134601e-28	1.5320909448626513e-27	1.536376993996484e-32	3.363116314379561e-44	5.549882024297727e-28	1.5793967199159889e-22	9.190507842701751e-28	1.6163790762857642e-26	1.0	2.157462126793932e-22
G001403775	1.0	1.0	3.2006346933953576e-15	1.0	2.4728022424844116e-33	6.782857193936576e-37	4.232454386965401e-10	5.024999790047153e-23	2.3795734498582743e-21	1.625216758962665e-23	1.631311412997706e-29	2.3981239154311114e-16	1.4876061537119623e-13	1.7609417926722879e-16	3.8280589928536494e-22	4.218896575164421e-18	1.7216783414084783e-17
G001610875	11.0	0.9999954700469971	1.0306117901610934e-20	2.4831466962846647e-23	1.1977241244906878e-31	1.1012649181644716e-28	1.1667124226732994e-06	1.9731851708115755e-08	9.892516589853501e-30	5.141493640934308e-24	1.2512746806686498e-23	1.9294631268141488e-15	2.513423851269181e-06	0.9999954700469971	8.936823769256571e-18	6.333034106625803e-15	8.667624911140592e-07
G001787315	12.0	1.0	1.6563406202152464e-10	1.6289355439331855e-22	2.031714150385672e-33	4.701379161300175e-29	1.299034817108533e-26	3.2675244734268692e-22	5.75895804631955e-35	1.98210737042601e-33	4.495435538477229e-40	2.9398938424347816e-29	8.599334352238364e-13	1.4049831242262983e-18	1.0	2.9301814311697927e-25	1.559768420922938e-24
G001751165	10.0	1.0	8.66042753265248e-22	5.550036975915381e-18	1.7064381933085825e-23	8.397055295018829e-13	8.21561904200711e-15	6.2318293395384385e-15	1.246951302173808e-18	9.578039316532339e-13	9.797124852671555e-23	2.610688104093999e-15	1.0	2.089328710042082e-08	1.2726237251599375e-16	7.107856648093727e-15	1.7652229504505623e-12
G001769705	6.0	1.0	1.0566594417616153e-27	8.444959984890641e-26	2.0119979480425786e-28	3.481637125565505e-20	9.88026246171069e-22	2.8177559331860887e-25	1.0	4.29044902611486e-28	1.1166072372133249e-29	2.2333254657693449e-26	9.649817681715788e-19	5.067887443033214e-09	8.798602302489267e-19	5.033117358088494e-22	3.785642560446865e-21
G000445105	7.0	1.0	0.0	0.0	0.0	1.9146067034931765e-39	7.350052465636888e-33	0.0	0.0	1.0	7.286752014489049e-44	1.433966186421207e-28	1.6454327477100523e-33	2.5638366898056502e-39	0.0	0.0	1.1138220843685808e-40
G001560635	13.0	1.0	6.390167518231165e-35	6.493357178640569e-25	3.604648676670893e-27	5.627468112285551e-18	3.510348128418695e-21	7.683650724707869e-19	2.2020892882450562e-21	3.399254967594533e-23	2.6689378164542106e-25	1.0154831945208776e-32	4.067271769580458e-24	4.764870737183035e-25	1.3951273447759114e-21	1.0	3.6780393581327246e-22
G000697965	7.0	1.0	1.0896386996790174e-37	3.7922152038924777e-38	5.031502266004688e-41	1.6949486850551756e-38	7.328901310303376e-29	3.643516137090957e-41	9.80908925027372e-45	1.0	2.7798128611811857e-32	2.9733609409102095e-19	3.2749335654892317e-24	5.803810090100845e-37	0.0	1.318738863351424e-38	5.107417159831265e-33
G001790445	12.0	1.0	1.3466042517173982e-12	5.001884323396766e-13	2.6780028143313315e-26	6.251170617655448e-20	4.662899500150427e-17	1.6383526751189009e-21	2.2364150359552172e-38	2.864578077341358e-16	3.4524122012138503e-18	4.522532450951252e-21	1.9577824475239285e-18	2.548619722988598e-20	1.0	9.092497568276956e-25	3.0484599219948727e-13
G001513065	3.0	0.9999983310699463	7.569957336632998e-33	3.9011530823317105e-20	2.995865880516982e-29	0.9999983310699463	1.1955519590612523e-15	1.642122470002505e-06	6.292429888233274e-16	3.040301877588441e-24	2.1701532221079667e-33	5.522662278614719e-27	4.97849408542761e-26	1.7624951452184338e-15	1.5037741195564097e-15	7.365630591659047e-18	4.708874891574955e-13
G001708185	2.0	1.0	2.514468944907487e-38	7.463317866658843e-34	1.0	6.109385155977253e-22	5.55545547296379e-27	8.233466767359587e-16	1.0542688426995458e-25	5.972475774189596e-25	8.27830732546543e-25	9.108109433740071e-27	2.1864921380803356e-31	1.505191414461107e-23	8.123201186132083e-27	2.7769689200838063e-27	2.450300723674361e-28
G000348805	6.0	1.0	2.255000006168295e-12	1.2801964790059612e-29	1.6274986712099383e-32	1.3092223304682994e-35	1.460246704218586e-29	1.2719071199190955e-21	1.0	6.955309194357336e-25	7.760161167697237e-16	8.037825543699133e-25	2.6146401016502452e-11	1.737549008482258e-14	9.777073640647946e-31	4.0253706495159566e-21	2.0387708882241284e-11
G000428865	2.0	1.0	1.5752024909493413e-30	4.328002920530486e-24	1.0	4.389336461480967e-25	1.1254725235353765e-21	8.859078293003975e-14	1.0591480145495895e-37	9.501755639788614e-22	1.1357452306871269e-37	4.476454808587115e-25	3.7820976051310306e-33	4.232793424334712e-25	1.7408255072400867e-30	3.196379743334484e-28	3.397340662640327e-28
G001780635	0.0	1.0	1.0	4.6641924874137196e-27	7.595359975287303e-40	9.014702698105765e-29	1.5603397534335444e-24	1.3999779927559145e-37	1.611998867301019e-36	3.358056843637429e-27	2.0608972297046035e-36	5.664522816408992e-37	1.776052042333e-25	5.898095035535724e-19	7.804387040891875e-18	6.493223214805498e-28	1.224857951016196e-20
G001458535	11.0	1.0	2.7872697624098925e-30	8.646218658410776e-33	5.147249519157918e-41	1.8073656991596937e-13	5.4782784211782065e-14	1.1929191211898143e-22	7.669954953083674e-24	6.749277820291819e-22	2.846447861490409e-34	1.3216850933726669e-39	7.837692182854809e-23	1.0	3.696993858979152e-26	6.471995579095265e-16	2.399457396752996e-18
G000993365	12.0	1.0	3.738420030966563e-18	3.743745712853027e-24	1.0425089633939873e-29	2.3618229723984768e-27	2.830705113975373e-18	6.1998284915250045e-27	7.425708780811108e-29	5.6555452818016165e-28	2.670818444395501e-35	1.4226614383312368e-34	2.181768698332219e-23	2.711741032253762e-19	1.0	2.1845219387553856e-26	3.599790499459474e-16
G001007625	14.0	1.0	9.292010116937862e-42	4.6198709295334295e-19	3.5733110840282835e-43	2.49023835737478e-26	1.090608799420827e-20	3.0707224047736583e-17	4.82224280142377e-36	6.439292166397369e-16	1.2315622641045318e-28	8.85709198510895e-20	2.525926134921974e-10	3.753175719906556e-28	4.3974067739432065e-36	1.2773171996331701e-31	1.0
G000998865	12.0	1.0	1.4864569297667884e-10	9.146427570745848e-23	8.469507271664218e-27	1.587234782705697e-24	2.583405111321993e-22	7.871626484934779e-19	4.0441965209317106e-20	8.671120859739265e-26	1.4845200607099587e-31	2.7263612875231655e-30	8.649626954009173e-23	4.890822024038481e-15	1.0	1.7425866714395043e-22	9.75172029088644e-21
G001795015	4.0	1.0	2.5736477223397503e-22	8.983038515516031e-17	2.8818186756877738e-31	9.94264468255927e-15	1.0	6.601347940504709e-11	3.894228184737358e-18	2.1297255249308713e-22	2.655254209159837e-21	1.3840739645492738e-15	1.61031895292018e-16	5.53823445437196e-11	9.995713594612494e-19	3.917671800168646e-15	3.2940484107762957e-12
G000297775	9.0	0.9999969005584717	4.19853157774229e-14	2.65182736880476e-10	3.4520715268785703e-17	6.564373928076589e-29	2.729559298586537e-07	1.6846783690294131e-10	1.631074934133319e-14	2.914738615800161e-06	1.197827449587939e-19	0.9999969005584717	5.243189779916002e-13	5.930888136163048e-08	3.1725499098221e-18	1.1731875471099329e-09	3.408964777129597e-10
G001625015	11.0	0.9999992847442627	1.4573289159232005e-24	2.6176720173544432e-20	1.0373051676568105e-20	2.985990696394187e-18	9.926681698857465e-09	1.7758249027093748e-14	1.0059712091115003e-10	1.2454959577687163e-34	9.6016426828407e-19	6.147122282588787e-20	1.1949358484712432e-16	0.9999992847442627	6.992771091063332e-07	7.855146708570346e-22	1.1659494597437938e-19
G000504165	2.0	1.0	2.5622714394209994e-39	6.20775219695894e-42	1.0	2.827403455537909e-25	3.3109069394176554e-33	9.28360686935914e-12	9.021486367785412e-35	1.0101393972020395e-33	2.543356712749543e-42	1.0258378272268382e-36	3.5330077783764517e-38	6.4130508919700375e-27	1.679810692432407e-29	1.4869783132711158e-33	2.6546038461342814e-30
G000997505	12.0	1.0	1.2235805701976687e-09	2.4872864002181107e-18	1.9853385220650607e-18	1.4024222053615768e-20	1.1537579770151858e-15	4.068818198099205e-19	8.820108998415645e-19	1.530741925993361e-19	9.186149557222984e-23	3.3651490926852983e-19	1.3578096135983432e-17	1.371153624668553e-12	1.0	5.995771818063738e-21	4.8757540702364793e-14
G000018785	5.0	1.0	5.891058744021531e-42	5.152156004625821e-31	2.917376062949728e-11	1.0324211002440704e-14	7.431915190680635e-14	1.0	7.625453836468935e-27	2.373626069721632e-21	7.059770823492073e-11	2.141705562896945e-11	6.324132298569929e-13	1.442639093071857e-15	1.5477884123580655e-18	2.698002589637577e-15	6.540734654679067e-27
G001772695	12.0	1.0	1.0634827043480924e-17	1.7912695119547765e-21	2.3759119203136472e-26	4.568838918306284e-10	1.0587697168648602e-12	1.0319588512036965e-17	7.202178580088434e-24	2.206035892963343e-18	2.2276518670628666e-32	3.250879468159511e-28	1.2377597590536998e-14	6.206105629402714e-10	1.0	3.112318273754296e-16	1.2811100582612277e-14
G900094975	2.0	1.0	5.272365853843624e-38	8.900673866857079e-37	1.0	4.277375332169874e-28	3.187373503405772e-33	2.713029589396579e-15	1.84320925754124e-36	1.1543739803679839e-38	4.831256715452672e-41	2.2487338507550966e-38	1.0875870276463262e-30	1.81403124794715e-28	9.351011481412745e-31	3.3911481057380484e-30	6.000323815998361e-29
G000423405	6.0	1.0	1.666564263621505e-41	5.606051676167189e-37	5.579016014922964e-24	1.5990862086792355e-31	2.89304038063779e-25	3.918890570856507e-26	1.0	2.873212881545404e-31	1.2419044147626806e-19	1.1087147897827356e-25	4.724457195793336e-24	1.019950400180103e-12	7.638862000504387e-23	5.3138975377292826e-39	3.529611392283046e-24
